Dataset_AffDisplayName_Last	Dataset_AffLatitude_Last	Dataset_AffLongitude_Last	usages	corporation	cumpct
Paris Descartes University	48.85139	2.3405560000000003	1	False	0.9992674376013814
Russian Academy of Sciences	55.7107925	37.5778122	1	False	0.9992936005441893
OpenAI	37.7623825	-122.416931	1	True	0.999319763486997
National University of Ireland	53.39216999999999	-6.29030466	1	False	0.9993459264298048
Beuth University of Applied Sciences Berlin	52.54417	13.35278	1	False	0.9993720893726127
University of South Carolina	33.9975	-81.02528000000002	1	False	0.9993982523154205
University of Aberdeen	57.16528	-2.101111	1	False	0.9994244152582282
Goldsmiths, University of London	51.4739	-0.0374	1	False	0.999450578201036
Shahed University	35.55207	51.3519325	1	False	0.9994767411438439
Indian Institute of Technology Bombay	19.1336365	72.91535999999998	1	False	0.9995029040866517
University of Rennes	48.10804	-1.68449	1	False	0.9995290670294594
University of Queensland	-27.49778	153.012787	1	False	0.9995552299722673
University of Potsdam	52.40111	13.01194	1	False	0.9995813929150751
Binghamton University	42.08925	-75.96989	1	False	0.9996075558578829
HEC Montréal	45.5035324	-73.62144	1	False	0.9996337188006907
University of Padua	45.417	11.867	1	False	0.9996598817434985
Bundeswehr University Munich	48.08028	11.63806	1	False	0.9996860446863063
Electronics and Telecommunications Research Institute	36.37946	127.333862	1	False	0.9997122076291142
Nazarbayev University	51.09	71.39944	1	False	0.9997383705719219
Indian Institute of Information Technology, Allahabad	25.4308548	81.77060999999998	1	False	0.9997645335147297
Newcastle University	54.978	-1.615	1	False	0.9997906964575376
Sakarya University	40.7408	30.3333	1	False	0.9998168594003454
University of Brasília	-15.76139	-47.86639	1	False	0.9998430223431531
University of Bremen	53.10861	8.85361	1	False	0.9998691852859609
University of New Haven	41.29186	-72.96219	1	False	0.9998953482287688
University of Mohaghegh Ardabili	38.20972	48.29917	1	False	0.9999215111715766
University of Milano-Bicocca	45.51444	9.21333	1	False	0.9999476741143843
University of Milan	45.4609871	9.19459152	1	False	0.9999738370571922
Indian Institute of Technology Kharagpur	22.319713600000004	87.30996999999998	1	False	1.0
