""	"task"	"year"	"gini"	"pielou"	"simpson"	"task_size"	"task_age"	"pwc_size"	"CV"	"NLP"	"Methodology"
"188"	"Coreference Resolution"	"2014"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	"2009.0"	"9766"	"0"	"1"	"0"
"189"	"Coreference Resolution"	"2015"	"0.0"	"1.0"	"1.0"	"4"	"2009.0"	"12115"	"0"	"1"	"0"
"190"	"Coreference Resolution"	"2016"	"0.3333333333333333"	"0.9232196723355078"	"0.8333333333333333"	"10"	"2009.0"	"17276"	"0"	"1"	"0"
"191"	"Coreference Resolution"	"2017"	"0.38181818181818183"	"0.88972137527189"	"0.6954022988505747"	"11"	"2009.0"	"23430"	"0"	"1"	"0"
"192"	"Coreference Resolution"	"2018"	"0.34615384615384615"	"0.9321996516527831"	"0.7494456762749444"	"26"	"2009.0"	"36754"	"0"	"1"	"0"
"193"	"Coreference Resolution"	"2019"	"0.4784313725490196"	"0.8679400170514818"	"0.4745484400656815"	"51"	"2009.0"	"49025"	"0"	"1"	"0"
"194"	"Coreference Resolution"	"2020"	"0.4504065040650406"	"0.8880708521849874"	"0.5741120218579235"	"41"	"2009.0"	"63637"	"0"	"1"	"0"
"195"	"Coreference Resolution"	"2021"	"0.4305555555555555"	"0.8683849863095254"	"0.5806451612903225"	"18"	"2009.0"	"37713"	"0"	"1"	"0"
"196"	"Cross-Domain Few-Shot"	"2019"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"2019.0"	"49025"	"1"	"0"	"1"
"197"	"Cross-Domain Few-Shot"	"2020"	"0.4222222222222222"	"0.8616157143988104"	"0.6944444444444444"	"15"	"2019.0"	"63637"	"1"	"0"	"1"
"198"	"Cross-Domain Few-Shot"	"2021"	"0.3727272727272727"	"0.9163744920840318"	"0.6875"	"22"	"2019.0"	"37713"	"1"	"0"	"1"
"199"	"Cross-Lingual Transfer"	"2013"	""	""	"1.0"	"1"	"2013.0"	"6822"	"0"	"1"	"0"
"200"	"Cross-Lingual Transfer"	"2016"	""	""	"1.0"	"1"	"2013.0"	"17276"	"0"	"1"	"0"
"201"	"Cross-Lingual Transfer"	"2018"	"0.0"	"1.0"	"1.0"	"2"	"2013.0"	"36754"	"0"	"1"	"0"
"202"	"Cross-Lingual Transfer"	"2019"	"0.4166666666666667"	"0.875"	"0.7272727272727273"	"8"	"2013.0"	"49025"	"0"	"1"	"0"
"203"	"Cross-Lingual Transfer"	"2020"	"0.5150501672240803"	"0.847058914940841"	"0.4971804511278196"	"46"	"2013.0"	"63637"	"0"	"1"	"0"
"204"	"Cross-Lingual Transfer"	"2021"	"0.44117647058823534"	"0.8833169011583052"	"0.633077765607886"	"34"	"2013.0"	"37713"	"0"	"1"	"0"
"205"	"Deblurring"	"2013"	""	""	"1.0"	"1"	"2006.0"	"6822"	"1"	"0"	"0"
"206"	"Deblurring"	"2014"	""	""	"1.0"	"1"	"2006.0"	"9766"	"1"	"0"	"0"
"207"	"Deblurring"	"2016"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"2006.0"	"17276"	"1"	"0"	"0"
"208"	"Deblurring"	"2017"	"0.16666666666666666"	"0.9697238998682473"	"0.8999999999999998"	"6"	"2006.0"	"23430"	"1"	"0"	"0"
"209"	"Deblurring"	"2018"	"0.5555555555555556"	"0.7725068857142602"	"0.6585365853658537"	"9"	"2006.0"	"36754"	"1"	"0"	"0"
"210"	"Deblurring"	"2019"	"0.75"	"0.547764969791241"	"0.34385964912280703"	"28"	"2006.0"	"49025"	"1"	"0"	"0"
"211"	"Deblurring"	"2020"	"0.7931034482758621"	"0.4969626732928491"	"0.47273749297358064"	"29"	"2006.0"	"63637"	"1"	"0"	"0"
"212"	"Deblurring"	"2021"	"0.7000000000000001"	"0.6374533890129225"	"0.4128440366972477"	"30"	"2006.0"	"37713"	"1"	"0"	"0"
"213"	"Density Estimation"	"2012"	"0.0"	"1.0"	"1.0"	"2"	"2007.0"	"4735"	"0"	"0"	"1"
"214"	"Density Estimation"	"2013"	"0.0"	"1.0"	"1.0"	"2"	"2007.0"	"6822"	"0"	"0"	"1"
"215"	"Density Estimation"	"2014"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"2007.0"	"9766"	"0"	"0"	"1"
"216"	"Density Estimation"	"2015"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"2007.0"	"12115"	"0"	"0"	"1"
"217"	"Density Estimation"	"2016"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	"2007.0"	"17276"	"0"	"0"	"1"
"218"	"Density Estimation"	"2017"	"0.25"	"0.930628224416578"	"0.7619047619047619"	"8"	"2007.0"	"23430"	"0"	"0"	"1"
"219"	"Density Estimation"	"2018"	"0.3894736842105263"	"0.8975276748143715"	"0.742798353909465"	"19"	"2007.0"	"36754"	"0"	"0"	"1"
"220"	"Density Estimation"	"2019"	"0.5722222222222223"	"0.7947059746597768"	"0.4733727810650888"	"40"	"2007.0"	"49025"	"0"	"0"	"1"
"221"	"Density Estimation"	"2020"	"0.5523809523809524"	"0.7986857842616414"	"0.48913043478260865"	"30"	"2007.0"	"63637"	"0"	"0"	"1"
"222"	"Density Estimation"	"2021"	"0.5512820512820512"	"0.803492576993301"	"0.5365079365079365"	"26"	"2007.0"	"37713"	"0"	"0"	"1"
"223"	"Dependency Parsing"	"2004"	""	""	"1.0"	"1"	"2004.0"	"12"	"0"	"1"	"0"
"224"	"Dependency Parsing"	"2009"	""	""	"1.0"	"1"	"2004.0"	"254"	"0"	"1"	"0"
"225"	"Dependency Parsing"	"2010"	""	""	"1.0"	"1"	"2004.0"	"353"	"0"	"1"	"0"
"226"	"Dependency Parsing"	"2012"	"0.8571428571428571"	"0.3712323266408757"	"0.5764705882352942"	"14"	"2004.0"	"4735"	"0"	"1"	"0"
"227"	"Dependency Parsing"	"2013"	"0.8095238095238095"	"0.4560725552838438"	"0.44680851063829796"	"21"	"2004.0"	"6822"	"0"	"1"	"0"
"228"	"Dependency Parsing"	"2014"	"0.7777777777777778"	"0.5032583347756457"	"0.6230769230769231"	"18"	"2004.0"	"9766"	"0"	"1"	"0"
"229"	"Dependency Parsing"	"2015"	"0.84"	"0.4021791902022729"	"0.5863039399624765"	"25"	"2004.0"	"12115"	"0"	"1"	"0"
"230"	"Dependency Parsing"	"2016"	"0.6000000000000001"	"0.6998444053368854"	"0.6493506493506495"	"30"	"2004.0"	"17276"	"0"	"1"	"0"
"231"	"Dependency Parsing"	"2017"	"0.5"	"0.8112781244591328"	"0.8"	"56"	"2004.0"	"23430"	"0"	"1"	"0"
"232"	"Dependency Parsing"	"2018"	"0.5813953488372093"	"0.6913515745506148"	"0.6605930689531977"	"43"	"2004.0"	"36754"	"0"	"1"	"0"
"233"	"Dependency Parsing"	"2019"	"0.48148148148148145"	"0.7491576620749889"	"0.712609970674487"	"27"	"2004.0"	"49025"	"0"	"1"	"0"
"234"	"Dependency Parsing"	"2020"	"0.5802469135802469"	"0.6899388187763996"	"0.5785714285714286"	"27"	"2004.0"	"63637"	"0"	"1"	"0"
"235"	"Dependency Parsing"	"2021"	"0.5"	"0.8080141510844469"	"0.7272727272727272"	"12"	"2004.0"	"37713"	"0"	"1"	"0"
"236"	"Depth Estimation"	"2014"	"0.2"	"0.9602297178607613"	"0.9259259259259257"	"5"	"2009.0"	"9766"	"1"	"0"	"0"
"237"	"Depth Estimation"	"2015"	"0.40740740740740744"	"0.8763576394898523"	"0.75"	"9"	"2009.0"	"12115"	"1"	"0"	"0"
"238"	"Depth Estimation"	"2016"	"0.4965986394557823"	"0.8305161732930212"	"0.5568181818181819"	"21"	"2009.0"	"17276"	"1"	"0"	"0"
"239"	"Depth Estimation"	"2017"	"0.46616541353383456"	"0.8681041202801576"	"0.6492805755395684"	"38"	"2009.0"	"23430"	"1"	"0"	"0"
"240"	"Depth Estimation"	"2018"	"0.6366906474820145"	"0.754091042668518"	"0.39391221023874085"	"139"	"2009.0"	"36754"	"1"	"0"	"0"
"241"	"Depth Estimation"	"2019"	"0.7050438596491229"	"0.7081537102737568"	"0.26923751095530235"	"192"	"2009.0"	"49025"	"1"	"0"	"0"
"242"	"Depth Estimation"	"2020"	"0.6804511278195488"	"0.7492350371386254"	"0.255589675700359"	"247"	"2009.0"	"63637"	"1"	"0"	"0"
"243"	"Depth Estimation"	"2021"	"0.7194461167971101"	"0.689337221537796"	"0.24291786966110174"	"151"	"2009.0"	"37713"	"1"	"0"	"0"
"244"	"Document Classification"	"2012"	"0.0"	"1.0"	"1.0"	"2"	"2010.0"	"4735"	"0"	"1"	"0"
"245"	"Document Classification"	"2013"	"0.0"	"1.0"	"1.0"	"2"	"2010.0"	"6822"	"0"	"1"	"0"
"246"	"Document Classification"	"2014"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"2010.0"	"9766"	"0"	"1"	"0"
"247"	"Document Classification"	"2015"	""	""	"1.0"	"1"	"2010.0"	"12115"	"0"	"1"	"0"
"248"	"Document Classification"	"2016"	"0.2380952380952381"	"0.9615862351816213"	"0.8750000000000001"	"14"	"2010.0"	"17276"	"0"	"1"	"0"
"249"	"Document Classification"	"2017"	"0.41538461538461535"	"0.8850355544046854"	"0.6869918699186991"	"13"	"2010.0"	"23430"	"0"	"1"	"0"
"250"	"Document Classification"	"2018"	"0.375"	"0.9056295295188426"	"0.632967032967033"	"24"	"2010.0"	"36754"	"0"	"1"	"0"
"251"	"Document Classification"	"2019"	"0.38888888888888884"	"0.9016864143844197"	"0.6666666666666665"	"18"	"2010.0"	"49025"	"0"	"1"	"0"
"252"	"Document Classification"	"2020"	"0.3146853146853147"	"0.9281433773331552"	"0.664835164835165"	"22"	"2010.0"	"63637"	"0"	"1"	"0"
"253"	"Document Classification"	"2021"	"0.32"	"0.9172088932791936"	"0.7575757575757575"	"10"	"2010.0"	"37713"	"0"	"1"	"0"
"254"	"Domain Adaptation"	"2014"	"0.0"	"1.0"	"0.9999999999999999"	"6"	"2007.0"	"9766"	"1"	"0"	"1"
"255"	"Domain Adaptation"	"2015"	"0.3571428571428571"	"0.9196419449888662"	"0.7101449275362319"	"21"	"2007.0"	"12115"	"1"	"0"	"1"
"256"	"Domain Adaptation"	"2016"	"0.42528735632183906"	"0.8912761047769122"	"0.6323308270676692"	"29"	"2007.0"	"17276"	"1"	"0"	"1"
"257"	"Domain Adaptation"	"2017"	"0.5589622641509434"	"0.8322979265925621"	"0.456451088722782"	"106"	"2007.0"	"23430"	"1"	"0"	"1"
"258"	"Domain Adaptation"	"2018"	"0.6292134831460674"	"0.7923224636914524"	"0.40232629012596494"	"178"	"2007.0"	"36754"	"1"	"0"	"1"
"259"	"Domain Adaptation"	"2019"	"0.6602758943184475"	"0.7745624803714382"	"0.3832991610981859"	"329"	"2007.0"	"49025"	"1"	"0"	"1"
"260"	"Domain Adaptation"	"2020"	"0.7338766334129547"	"0.719519283010271"	"0.2839424693103182"	"647"	"2007.0"	"63637"	"1"	"0"	"1"
"261"	"Domain Adaptation"	"2021"	"0.6875000000000001"	"0.7492850865583437"	"0.34835985927290997"	"456"	"2007.0"	"37713"	"1"	"0"	"1"
"262"	"Emotion Recognition"	"2015"	""	""	"1.0"	"1"	"2008.0"	"12115"	"1"	"1"	"0"
"263"	"Emotion Recognition"	"2016"	""	""	"1.0"	"1"	"2008.0"	"17276"	"1"	"1"	"0"
"264"	"Emotion Recognition"	"2017"	"0.7857142857142858"	"0.46343678232466695"	"0.44748858447488593"	"14"	"2008.0"	"23430"	"1"	"1"	"0"
"265"	"Emotion Recognition"	"2018"	"0.7837837837837838"	"0.4608389631980761"	"0.22927482833696197"	"37"	"2008.0"	"36754"	"1"	"1"	"0"
"266"	"Emotion Recognition"	"2019"	"0.634375"	"0.7143104232421839"	"0.30471656003570896"	"64"	"2008.0"	"49025"	"1"	"1"	"0"
"267"	"Emotion Recognition"	"2020"	"0.7581967213114754"	"0.5343570476126681"	"0.21725929818415365"	"61"	"2008.0"	"63637"	"1"	"1"	"0"
"268"	"Emotion Recognition"	"2021"	"0.6744186046511628"	"0.6588606007394243"	"0.2731166912850812"	"43"	"2008.0"	"37713"	"1"	"1"	"0"
"269"	"Face Detection"	"2012"	"0.0"	"1.0"	"1.0"	"2"	"2007.0"	"4735"	"1"	"0"	"0"
"270"	"Face Detection"	"2013"	"0.2222222222222222"	"0.9591479170272448"	"0.8999999999999999"	"6"	"2007.0"	"6822"	"1"	"0"	"0"
"271"	"Face Detection"	"2014"	"0.43478260869565216"	"0.8751821323026253"	"0.5657754010695188"	"23"	"2007.0"	"9766"	"1"	"0"	"0"
"272"	"Face Detection"	"2015"	"0.5117056856187291"	"0.8469604971876695"	"0.4907235621521336"	"46"	"2007.0"	"12115"	"1"	"0"	"0"
"273"	"Face Detection"	"2016"	"0.527336860670194"	"0.8489448345134638"	"0.42422087158929267"	"81"	"2007.0"	"17276"	"1"	"0"	"0"
"274"	"Face Detection"	"2017"	"0.6322751322751322"	"0.7639545013120848"	"0.32069811835287704"	"84"	"2007.0"	"23430"	"1"	"0"	"0"
"275"	"Face Detection"	"2018"	"0.5679347826086957"	"0.8086008338767794"	"0.3332283464566929"	"92"	"2007.0"	"36754"	"1"	"0"	"0"
"276"	"Face Detection"	"2019"	"0.5684587813620071"	"0.7971395561797238"	"0.2669856459330143"	"93"	"2007.0"	"49025"	"1"	"0"	"0"
"277"	"Face Detection"	"2020"	"0.4173611111111111"	"0.908333997700657"	"0.49992188720512426"	"80"	"2007.0"	"63637"	"1"	"0"	"0"
"278"	"Face Detection"	"2021"	"0.47985347985347987"	"0.8355338864562165"	"0.41721854304635764"	"42"	"2007.0"	"37713"	"1"	"0"	"0"
"279"	"Face Generation"	"2015"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"2010.0"	"12115"	"1"	"0"	"0"
"280"	"Face Generation"	"2016"	""	""	"1.0"	"1"	"2010.0"	"17276"	"1"	"0"	"0"
"281"	"Face Generation"	"2017"	"0.3695652173913044"	"0.9026265019006441"	"0.6073478760045924"	"23"	"2010.0"	"23430"	"1"	"0"	"0"
"282"	"Face Generation"	"2018"	"0.3231707317073171"	"0.9358060043451906"	"0.6528155339805825"	"41"	"2010.0"	"36754"	"1"	"0"	"0"
"283"	"Face Generation"	"2019"	"0.43322981366459634"	"0.8996758276583817"	"0.5399449035812672"	"56"	"2010.0"	"49025"	"1"	"0"	"0"
"284"	"Face Generation"	"2020"	"0.4500537056928034"	"0.8898734863746803"	"0.5481735159817351"	"49"	"2010.0"	"63637"	"1"	"0"	"0"
"285"	"Face Generation"	"2021"	"0.3333333333333333"	"0.9289932003834288"	"0.7363636363636364"	"18"	"2010.0"	"37713"	"1"	"0"	"0"
"286"	"Face Recognition"	"2011"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	"2001.0"	"359"	"1"	"0"	"0"
"287"	"Face Recognition"	"2012"	"0.0"	"1.0"	"1.0"	"6"	"2001.0"	"4735"	"1"	"0"	"0"
"288"	"Face Recognition"	"2013"	"0.47058823529411764"	"0.8409160494198366"	"0.7467700258397932"	"17"	"2001.0"	"6822"	"1"	"0"	"0"
"289"	"Face Recognition"	"2014"	"0.5885714285714285"	"0.7677628829843562"	"0.3963118731802004"	"35"	"2001.0"	"9766"	"1"	"0"	"0"
"290"	"Face Recognition"	"2015"	"0.6164556962025316"	"0.7647976022278897"	"0.2811641212776502"	"79"	"2001.0"	"12115"	"1"	"0"	"0"
"291"	"Face Recognition"	"2016"	"0.5922813569872394"	"0.8023980968405846"	"0.2962800234329232"	"119"	"2001.0"	"17276"	"1"	"0"	"0"
"292"	"Face Recognition"	"2017"	"0.6171105730427765"	"0.7962928262945614"	"0.27670906200317963"	"177"	"2001.0"	"23430"	"1"	"0"	"0"
"293"	"Face Recognition"	"2018"	"0.6272146383967471"	"0.8146919925941254"	"0.31168058538137283"	"313"	"2001.0"	"36754"	"1"	"0"	"0"
"294"	"Face Recognition"	"2019"	"0.616839762611276"	"0.8278057763268601"	"0.33810863513895706"	"337"	"2001.0"	"49025"	"1"	"0"	"0"
"295"	"Face Recognition"	"2020"	"0.6595498243311069"	"0.8057021029065542"	"0.2939522894359537"	"439"	"2001.0"	"63637"	"1"	"0"	"0"
"296"	"Face Recognition"	"2021"	"0.6357549857549858"	"0.8118267133543288"	"0.30513676988354244"	"260"	"2001.0"	"37713"	"1"	"0"	"0"
"297"	"Face Reconstruction"	"2015"	"0.30158730158730157"	"0.9406293985087261"	"0.81"	"18"	"2014.0"	"12115"	"1"	"0"	"0"
"298"	"Face Reconstruction"	"2016"	"0.2857142857142857"	"0.9165164431996023"	"0.7538461538461538"	"7"	"2014.0"	"17276"	"1"	"0"	"0"
"299"	"Face Reconstruction"	"2017"	"0.24761904761904763"	"0.963191577688335"	"0.8529980657640235"	"21"	"2014.0"	"23430"	"1"	"0"	"0"
"300"	"Face Reconstruction"	"2018"	"0.33714285714285713"	"0.9403614472296187"	"0.7433252427184467"	"35"	"2014.0"	"36754"	"1"	"0"	"0"
"301"	"Face Reconstruction"	"2019"	"0.4652014652014652"	"0.8776541991785929"	"0.5540983606557377"	"39"	"2014.0"	"49025"	"1"	"0"	"0"
"302"	"Face Reconstruction"	"2020"	"0.4211382113821138"	"0.9035102971583989"	"0.6216715976331361"	"41"	"2014.0"	"63637"	"1"	"0"	"0"
"303"	"Face Reconstruction"	"2021"	"0.26361655773420484"	"0.9559375681019547"	"0.7641509433962266"	"27"	"2014.0"	"37713"	"1"	"0"	"0"
"304"	"Face Verification"	"2009"	""	""	"1.0"	"1"	"2009.0"	"254"	"1"	"0"	"0"
"305"	"Face Verification"	"2011"	""	""	"1.0"	"1"	"2009.0"	"359"	"1"	"0"	"0"
"306"	"Face Verification"	"2012"	""	""	"1.0"	"1"	"2009.0"	"4735"	"1"	"0"	"0"
"307"	"Face Verification"	"2013"	"0.5714285714285714"	"0.72483409150576"	"0.6049382716049382"	"7"	"2009.0"	"6822"	"1"	"0"	"0"
"308"	"Face Verification"	"2014"	"0.5757575757575758"	"0.7455574250275929"	"0.55"	"11"	"2009.0"	"9766"	"1"	"0"	"0"
"309"	"Face Verification"	"2015"	"0.42276422764227645"	"0.8748910236411763"	"0.4401675831369469"	"41"	"2009.0"	"12115"	"1"	"0"	"0"
"310"	"Face Verification"	"2016"	"0.5252525252525253"	"0.8399536196566546"	"0.43146484096419924"	"55"	"2009.0"	"17276"	"1"	"0"	"0"
"311"	"Face Verification"	"2017"	"0.4840622683469237"	"0.8807836479857094"	"0.5397216274089938"	"71"	"2009.0"	"23430"	"1"	"0"	"0"
"312"	"Face Verification"	"2018"	"0.44871794871794873"	"0.9020559935634989"	"0.6010224494332074"	"104"	"2009.0"	"36754"	"1"	"0"	"0"
"313"	"Face Verification"	"2019"	"0.503584229390681"	"0.85662758204746"	"0.4495906432748539"	"62"	"2009.0"	"49025"	"1"	"0"	"0"
"314"	"Face Verification"	"2020"	"0.4929577464788733"	"0.8730467144267857"	"0.5545654565456546"	"71"	"2009.0"	"63637"	"1"	"0"	"0"
"315"	"Face Verification"	"2021"	"0.4502164502164501"	"0.8691820895832785"	"0.5076923076923078"	"33"	"2009.0"	"37713"	"1"	"0"	"0"
"316"	"Facial Expression Recognition"	"2013"	""	""	"1.0"	"1"	"2010.0"	"6822"	"1"	"0"	"0"
"317"	"Facial Expression Recognition"	"2015"	"0.34285714285714286"	"0.9236501981515562"	"0.7352941176470588"	"20"	"2010.0"	"12115"	"1"	"0"	"0"
"318"	"Facial Expression Recognition"	"2016"	"0.3735558408215662"	"0.9240652446026749"	"0.6416030534351147"	"41"	"2010.0"	"17276"	"1"	"0"	"0"
"319"	"Facial Expression Recognition"	"2017"	"0.35714285714285715"	"0.9228186100775865"	"0.7127272727272728"	"28"	"2010.0"	"23430"	"1"	"0"	"0"
"320"	"Facial Expression Recognition"	"2018"	"0.47560975609756095"	"0.8823505444954068"	"0.5231870525988174"	"82"	"2010.0"	"36754"	"1"	"0"	"0"
"321"	"Facial Expression Recognition"	"2019"	"0.48413631022326675"	"0.881230363683079"	"0.5070370370370368"	"74"	"2010.0"	"49025"	"1"	"0"	"0"
"322"	"Facial Expression Recognition"	"2020"	"0.5320278791901759"	"0.8620193414890915"	"0.5046165608092213"	"131"	"2010.0"	"63637"	"1"	"0"	"0"
"323"	"Facial Expression Recognition"	"2021"	"0.5394199785177228"	"0.8636392758560009"	"0.4375432868309093"	"133"	"2010.0"	"37713"	"1"	"0"	"0"
"324"	"Facial Landmark Detection"	"2014"	""	""	"1.0"	"1"	"2011.0"	"9766"	"1"	"0"	"0"
"325"	"Facial Landmark Detection"	"2015"	"0.35714285714285715"	"0.9166666666666666"	"0.7272727272727273"	"16"	"2011.0"	"12115"	"1"	"0"	"0"
"326"	"Facial Landmark Detection"	"2016"	"0.2916666666666667"	"0.9459577203309798"	"0.8311688311688312"	"16"	"2011.0"	"17276"	"1"	"0"	"0"
"327"	"Facial Landmark Detection"	"2017"	"0.39768339768339767"	"0.9136922547692224"	"0.6472813238770685"	"37"	"2011.0"	"23430"	"1"	"0"	"0"
"328"	"Facial Landmark Detection"	"2018"	"0.4683257918552036"	"0.8826484464539773"	"0.5563786008230454"	"52"	"2011.0"	"36754"	"1"	"0"	"0"
"329"	"Facial Landmark Detection"	"2019"	"0.4793103448275862"	"0.8589061717923028"	"0.5903825903825903"	"58"	"2011.0"	"49025"	"1"	"0"	"0"
"330"	"Facial Landmark Detection"	"2020"	"0.4358974358974359"	"0.895982307438332"	"0.6473369835739172"	"51"	"2011.0"	"63637"	"1"	"0"	"0"
"331"	"Facial Landmark Detection"	"2021"	"0.3128205128205128"	"0.9370821650913936"	"0.7041666666666666"	"26"	"2011.0"	"37713"	"1"	"0"	"0"
"332"	"Facial Recognition and Modelling"	"2009"	""	""	"1.0"	"1"	""	"254"	"1"	"0"	"0"
"333"	"Facial Recognition and Modelling"	"2011"	""	""	"1.0"	"3"	""	"359"	"1"	"0"	"0"
"334"	"Facial Recognition and Modelling"	"2012"	""	""	"1.0"	"1"	""	"4735"	"1"	"0"	"0"
"335"	"Facial Recognition and Modelling"	"2013"	""	""	"1.0"	"14"	""	"6822"	"1"	"0"	"0"
"336"	"Facial Recognition and Modelling"	"2014"	"0.9166666666666666"	"0.24988229283318544"	"0.5433962264150942"	"24"	""	"9766"	"1"	"0"	"0"
"337"	"Facial Recognition and Modelling"	"2015"	"0.8771929824561404"	"0.32167774879400934"	"0.310671256454389"	"38"	""	"12115"	"1"	"0"	"0"
"338"	"Facial Recognition and Modelling"	"2016"	"0.9400000000000001"	"0.17810654129291523"	"0.3613761202659729"	"50"	""	"17276"	"1"	"0"	"0"
"339"	"Facial Recognition and Modelling"	"2017"	"0.7804878048780489"	"0.5269222951610573"	"0.345706940874036"	"82"	""	"23430"	"1"	"0"	"0"
"340"	"Facial Recognition and Modelling"	"2018"	"0.7616279069767441"	"0.5594997296146546"	"0.3641555883801084"	"86"	""	"36754"	"1"	"0"	"0"
"341"	"Facial Recognition and Modelling"	"2019"	"0.7034883720930232"	"0.636322724675725"	"0.4143417366946779"	"86"	""	"49025"	"1"	"0"	"0"
"342"	"Facial Recognition and Modelling"	"2020"	"0.7325102880658436"	"0.6194371690912926"	"0.3351039378926401"	"81"	""	"63637"	"1"	"0"	"0"
"343"	"Facial Recognition and Modelling"	"2021"	"0.6530612244897959"	"0.6604820662019038"	"0.41360895779500434"	"49"	""	"37713"	"1"	"0"	"0"
"344"	"Few-Shot Image Classification"	"2014"	""	""	"1.0"	"1"	"2014.0"	"9766"	"1"	"0"	"1"
"345"	"Few-Shot Image Classification"	"2016"	"0.15909090909090906"	"0.9766146686727132"	"0.8962962962962963"	"11"	"2014.0"	"17276"	"1"	"0"	"1"
"346"	"Few-Shot Image Classification"	"2017"	"0.42857142857142855"	"0.8879858703789031"	"0.6679292929292929"	"23"	"2014.0"	"23430"	"1"	"0"	"1"
"347"	"Few-Shot Image Classification"	"2018"	"0.4904761904761905"	"0.8538076622651074"	"0.527511961722488"	"42"	"2014.0"	"36754"	"1"	"0"	"1"
"348"	"Few-Shot Image Classification"	"2019"	"0.6229665071770335"	"0.7837325937382079"	"0.34026996625421824"	"110"	"2014.0"	"49025"	"1"	"0"	"1"
"349"	"Few-Shot Image Classification"	"2020"	"0.6089716462124418"	"0.7959066468811836"	"0.39740425356863723"	"139"	"2014.0"	"63637"	"1"	"0"	"1"
"350"	"Few-Shot Image Classification"	"2021"	"0.5476190476190476"	"0.8409541533204692"	"0.4168241965973534"	"84"	"2014.0"	"37713"	"1"	"0"	"1"
"351"	"Few-Shot Learning"	"2014"	""	""	"1.0"	"1"	"2013.0"	"9766"	"1"	"0"	"1"
"352"	"Few-Shot Learning"	"2015"	""	""	"1.0"	"1"	"2013.0"	"12115"	"1"	"0"	"1"
"353"	"Few-Shot Learning"	"2016"	"0.3333333333333333"	"0.9211854965885543"	"0.8166666666666667"	"7"	"2013.0"	"17276"	"1"	"0"	"1"
"354"	"Few-Shot Learning"	"2017"	"0.5517241379310345"	"0.7799243698660426"	"0.5478827361563517"	"29"	"2013.0"	"23430"	"1"	"0"	"1"
"355"	"Few-Shot Learning"	"2018"	"0.730263157894737"	"0.6103459833451375"	"0.42880475129918344"	"76"	"2013.0"	"36754"	"1"	"0"	"1"
"356"	"Few-Shot Learning"	"2019"	"0.714795008912656"	"0.645407847864827"	"0.3847186313878651"	"187"	"2013.0"	"49025"	"1"	"0"	"1"
"357"	"Few-Shot Learning"	"2020"	"0.7226666666666667"	"0.6397842627581737"	"0.3780729771583429"	"250"	"2013.0"	"63637"	"1"	"0"	"1"
"358"	"Few-Shot Learning"	"2021"	"0.7003546099290779"	"0.6619032312871951"	"0.4048382662879136"	"188"	"2013.0"	"37713"	"1"	"0"	"1"
"359"	"Few-Shot Transfer Learning for Saliency Prediction"	"2015"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	"2020.0"	"12115"	"1"	"0"	"0"
"360"	"Few-Shot Transfer Learning for Saliency Prediction"	"2016"	"0.5"	"0.8112781244591328"	"0.8"	"8"	"2020.0"	"17276"	"1"	"0"	"0"
"361"	"Few-Shot Transfer Learning for Saliency Prediction"	"2017"	""	""	"1.0"	"7"	"2020.0"	"23430"	"1"	"0"	"0"
"362"	"Few-Shot Transfer Learning for Saliency Prediction"	"2018"	""	""	"1.0"	"11"	"2020.0"	"36754"	"1"	"0"	"0"
"363"	"Few-Shot Transfer Learning for Saliency Prediction"	"2019"	""	""	"1.0"	"8"	"2020.0"	"49025"	"1"	"0"	"0"
"364"	"Few-Shot Transfer Learning for Saliency Prediction"	"2020"	"0.6363636363636364"	"0.6913698302025114"	"0.5845410628019324"	"11"	"2020.0"	"63637"	"1"	"0"	"0"
"365"	"Few-Shot Transfer Learning for Saliency Prediction"	"2021"	""	""	"1.0"	"4"	"2020.0"	"37713"	"1"	"0"	"0"
"366"	"Fine-Grained Image Classification"	"2013"	""	""	"1.0"	"1"	"2013.0"	"6822"	"1"	"0"	"1"
"367"	"Fine-Grained Image Classification"	"2014"	""	""	"1.0"	"2"	"2013.0"	"9766"	"1"	"0"	"1"
"368"	"Fine-Grained Image Classification"	"2015"	"0.4107142857142857"	"0.8831324901158997"	"0.64"	"16"	"2013.0"	"12115"	"1"	"0"	"1"
"369"	"Fine-Grained Image Classification"	"2016"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	"2013.0"	"17276"	"1"	"0"	"1"
"370"	"Fine-Grained Image Classification"	"2017"	"0.5047619047619047"	"0.8340861375648659"	"0.5921052631578947"	"30"	"2013.0"	"23430"	"1"	"0"	"1"
