""	"task"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"CV"	"NLP"	"Methodology"
"149"	"Emotion Recognition in Conversation"	"1.0"	"20.0"	"1.0"	"0.0"	"21.0"	"2017.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"1"	"0"
"150"	"End-To-End Speech Recognition"	"1.0"	"23.0"	"2.0"	"4.0"	"28.0"	"2014.0"	"5.75"	"0.5"	"0.8518518518518519"	"0.3333333333333333"	"0"	"0"	"0"
"151"	"Entity Alignment"	"1.0"	"0.0"	"0.0"	"24.0"	"25.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"152"	"Entity Disambiguation"	"1.0"	"0.0"	"0.0"	"16.0"	"17.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"153"	"Entity Embeddings"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	"0"	"0"	"1"
"154"	"Entity Linking"	"8.0"	"1.0"	"1.0"	"41.0"	"50.0"	"2011.0"	"0.024390243902439025"	"8.0"	"0.023809523809523808"	"0.8888888888888888"	"0"	"1"	"0"
"155"	"Entity Retrieval"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"156"	"Entity Typing"	"1.0"	"0.0"	"0.0"	"6.0"	"7.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"157"	"Event Coreference Resolution"	"1.0"	"0.0"	"0.0"	"12.0"	"13.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"158"	"Event Extraction"	"1.0"	"5.0"	"3.0"	"1.0"	"7.0"	"2012.0"	"5.0"	"0.3333333333333333"	"0.8333333333333334"	"0.25"	"0"	"1"	"0"
"159"	"Event-based vision"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"160"	"Evidence Selection"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"161"	"Extreme Summarization"	"2.0"	"0.0"	"0.0"	"2.0"	"4.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"162"	"Eye Tracking"	"4.0"	"4.0"	"1.0"	"4.0"	"12.0"	"2012.0"	"1.0"	"4.0"	"0.5"	"0.8"	"1"	"0"	"0"
"163"	"Face Age Editing"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"164"	"Face Alignment"	"6.0"	"553.0"	"27.0"	"116.0"	"675.0"	"2011.0"	"4.767241379310345"	"0.2222222222222222"	"0.8266068759342302"	"0.18181818181818182"	"1"	"0"	"0"
"165"	"Face Anonymization"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2019.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"166"	"Face Anti-Spoofing"	"2.0"	"6.0"	"3.0"	"6.0"	"14.0"	"2014.0"	"1.0"	"0.6666666666666666"	"0.5"	"0.4"	"1"	"0"	"0"
"167"	"Face Detection"	"13.0"	"181.0"	"24.0"	"343.0"	"537.0"	"2007.0"	"0.5276967930029155"	"0.5416666666666666"	"0.34541984732824427"	"0.35135135135135137"	"1"	"0"	"0"
"168"	"Face Generation"	"3.0"	"225.0"	"31.0"	"0.0"	"228.0"	"2010.0"	"inf"	"0.0967741935483871"	"1.0"	"0.08823529411764706"	"1"	"0"	"0"
"169"	"Face Identification"	"1.0"	"238.0"	"27.0"	"9.0"	"248.0"	"2010.0"	"26.444444444444443"	"0.037037037037037035"	"0.9635627530364372"	"0.03571428571428571"	"1"	"0"	"0"
"170"	"Face Model"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"171"	"Face Presentation Attack Detection"	"1.0"	"2.0"	"1.0"	"5.0"	"8.0"	"2018.0"	"0.4"	"1.0"	"0.2857142857142857"	"0.5"	"1"	"0"	"0"
"172"	"Face Recognition"	"24.0"	"967.0"	"28.0"	"877.0"	"1868.0"	"2001.0"	"1.1026225769669327"	"0.8571428571428571"	"0.5244034707158352"	"0.46153846153846156"	"1"	"0"	"0"
"173"	"Face Reconstruction"	"3.0"	"169.0"	"19.0"	"69.0"	"241.0"	"2014.0"	"2.449275362318841"	"0.15789473684210525"	"0.7100840336134454"	"0.13636363636363635"	"1"	"0"	"0"
"174"	"Face Sketch Synthesis"	"1.0"	"2.0"	"1.0"	"0.0"	"3.0"	"2016.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"175"	"Face Swapping"	"5.0"	"74.0"	"10.0"	"121.0"	"200.0"	"2011.0"	"0.6115702479338843"	"0.5"	"0.37948717948717947"	"0.3333333333333333"	"1"	"0"	"0"
"176"	"Face Verification"	"7.0"	"403.0"	"26.0"	"185.0"	"595.0"	"2009.0"	"2.1783783783783783"	"0.2692307692307692"	"0.685374149659864"	"0.21212121212121213"	"1"	"0"	"0"
"177"	"Facial Attribute Classification"	"2.0"	"11.0"	"3.0"	"8.0"	"21.0"	"2014.0"	"1.375"	"0.6666666666666666"	"0.5789473684210527"	"0.4"	"1"	"0"	"0"
"178"	"Facial Expression Recognition"	"6.0"	"152.0"	"28.0"	"198.0"	"356.0"	"2010.0"	"0.7676767676767676"	"0.21428571428571427"	"0.4342857142857143"	"0.17647058823529413"	"1"	"0"	"0"
"179"	"Facial Landmark Detection"	"7.0"	"58.0"	"13.0"	"214.0"	"279.0"	"2011.0"	"0.27102803738317754"	"0.5384615384615384"	"0.21323529411764705"	"0.35"	"1"	"0"	"0"
"180"	"Facial Recognition and Modelling"	"4.0"	"0.0"	"0.0"	"169.0"	"173.0"	""	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"181"	"Fact Checking"	"1.0"	"33.0"	"2.0"	"0.0"	"34.0"	"2014.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"0"	"0"	"0"
"182"	"Fact Verification"	"4.0"	"0.0"	"0.0"	"28.0"	"32.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"183"	"Fairness"	"1.0"	"23.0"	"3.0"	"1.0"	"25.0"	"2010.0"	"23.0"	"0.3333333333333333"	"0.9583333333333334"	"0.25"	"1"	"0"	"0"
"184"	"Fake News Detection"	"6.0"	"0.0"	"0.0"	"22.0"	"28.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"185"	"Fashion Understanding"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2018.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"186"	"Feature Engineering"	"1.0"	"1.0"	"1.0"	"1.0"	"3.0"	"2012.0"	"1.0"	"1.0"	"0.5"	"0.5"	"0"	"0"	"1"
"187"	"Feature Selection"	"1.0"	"90.0"	"3.0"	"0.0"	"91.0"	"2007.0"	"inf"	"0.3333333333333333"	"1.0"	"0.25"	"0"	"0"	"1"
"188"	"Federated Learning"	"2.0"	"10.0"	"1.0"	"3.0"	"15.0"	"2016.0"	"3.3333333333333335"	"2.0"	"0.7692307692307693"	"0.6666666666666666"	"0"	"0"	"1"
"189"	"Few-Shot Image Classification"	"5.0"	"14.0"	"5.0"	"49.0"	"68.0"	"2014.0"	"0.2857142857142857"	"1.0"	"0.2222222222222222"	"0.5"	"1"	"0"	"1"
"190"	"Few-Shot Learning"	"4.0"	"714.0"	"4.0"	"36.0"	"754.0"	"2013.0"	"19.833333333333332"	"1.0"	"0.952"	"0.5"	"1"	"0"	"1"
"191"	"Few-Shot Object Detection"	"1.0"	"88.0"	"4.0"	"0.0"	"89.0"	"2018.0"	"inf"	"0.25"	"1.0"	"0.2"	"1"	"0"	"0"
"192"	"Few-Shot Relation Classification"	"2.0"	"1.0"	"1.0"	"0.0"	"3.0"	"2018.0"	"inf"	"2.0"	"1.0"	"0.6666666666666666"	"1"	"1"	"1"
"193"	"Few-Shot Semantic Segmentation"	"1.0"	"84.0"	"2.0"	"5.0"	"90.0"	"2018.0"	"16.8"	"0.5"	"0.9438202247191011"	"0.3333333333333333"	"1"	"0"	"1"
"194"	"Few-Shot Transfer Learning for Saliency Prediction"	"3.0"	"0.0"	"0.0"	"53.0"	"56.0"	"2020.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"195"	"Fine-Grained Image Classification"	"6.0"	"33.0"	"8.0"	"121.0"	"160.0"	"2013.0"	"0.2727272727272727"	"0.75"	"0.21428571428571427"	"0.42857142857142855"	"1"	"0"	"1"
"196"	"Fine-Grained Visual Categorization"	"1.0"	"1.0"	"1.0"	"0.0"	"2.0"	"2013.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"197"	"Fine-Grained Visual Recognition"	"2.0"	"0.0"	"0.0"	"1.0"	"3.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"198"	"Fine-grained Action Recognition"	"1.0"	"3.0"	"2.0"	"0.0"	"4.0"	"2015.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"1"	"0"	"0"
"199"	"Fingertip Detection"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"200"	"Food Recognition"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"201"	"Fundus to Angiography Generation"	"2.0"	"7.0"	"3.0"	"0.0"	"9.0"	"2016.0"	"inf"	"0.6666666666666666"	"1.0"	"0.4"	"1"	"0"	"0"
"202"	"Future prediction"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"203"	"Game of Doom"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"204"	"Game of Hanabi"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"205"	"Gaze Estimation"	"4.0"	"2.0"	"1.0"	"56.0"	"62.0"	"2014.0"	"0.03571428571428571"	"4.0"	"0.034482758620689655"	"0.8"	"1"	"0"	"0"
"206"	"Gender Prediction"	"1.0"	"11.0"	"7.0"	"3.0"	"15.0"	"2006.0"	"3.6666666666666665"	"0.14285714285714285"	"0.7857142857142857"	"0.125"	"1"	"0"	"0"
"207"	"General Reinforcement Learning"	"1.0"	"0.0"	"0.0"	"6.0"	"7.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"208"	"Generative Question Answering"	"1.0"	"10.0"	"4.0"	"0.0"	"11.0"	"2015.0"	"inf"	"0.25"	"1.0"	"0.2"	"0"	"1"	"0"
"209"	"Genre classification"	"2.0"	"1.0"	"1.0"	"0.0"	"3.0"	"2008.0"	"inf"	"2.0"	"1.0"	"0.6666666666666666"	"1"	"0"	"1"
"210"	"Gesture Recognition"	"2.0"	"4.0"	"1.0"	"4.0"	"10.0"	"2009.0"	"1.0"	"2.0"	"0.5"	"0.6666666666666666"	"1"	"0"	"0"
"211"	"Goal-Oriented Dialogue Systems"	"2.0"	"9.0"	"6.0"	"0.0"	"11.0"	"2016.0"	"inf"	"0.3333333333333333"	"1.0"	"0.25"	"0"	"1"	"0"
"212"	"Grammatical Error Correction"	"4.0"	"0.0"	"0.0"	"96.0"	"100.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"213"	"Graph Classification"	"10.0"	"81.0"	"4.0"	"482.0"	"573.0"	"2003.0"	"0.16804979253112035"	"2.5"	"0.1438721136767318"	"0.7142857142857143"	"0"	"0"	"0"
"214"	"Graph Embedding"	"1.0"	"25.0"	"6.0"	"0.0"	"26.0"	"2008.0"	"inf"	"0.16666666666666666"	"1.0"	"0.14285714285714285"	"0"	"0"	"1"
"215"	"Graph Learning"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"216"	"Graph Regression"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"217"	"Graph Representation Learning"	"1.0"	"25.0"	"4.0"	"0.0"	"26.0"	"2017.0"	"inf"	"0.25"	"1.0"	"0.2"	"0"	"0"	"1"
"218"	"Grasp Contact Prediction"	"3.0"	"0.0"	"0.0"	"2.0"	"5.0"	"2019.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"219"	"Grasp Generation"	"1.0"	"2.0"	"1.0"	"0.0"	"3.0"	"2019.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"220"	"Group Activity Recognition"	"1.0"	"6.0"	"3.0"	"0.0"	"7.0"	"2013.0"	"inf"	"0.3333333333333333"	"1.0"	"0.25"	"1"	"0"	"0"
"221"	"Hand Detection"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"222"	"Hand Gesture Recognition"	"5.0"	"65.0"	"6.0"	"25.0"	"95.0"	"2013.0"	"2.6"	"0.8333333333333334"	"0.7222222222222222"	"0.45454545454545453"	"1"	"0"	"0"
"223"	"Hand Pose Estimation"	"11.0"	"25.0"	"4.0"	"2.0"	"38.0"	"2014.0"	"12.5"	"2.75"	"0.9259259259259259"	"0.7333333333333333"	"1"	"0"	"0"
"224"	"Hand Segmentation"	"2.0"	"6.0"	"2.0"	"9.0"	"17.0"	"2012.0"	"0.6666666666666666"	"1.0"	"0.4"	"0.5"	"1"	"0"	"0"
"225"	"Hand-Gesture Recognition"	"1.0"	"8.0"	"4.0"	"1.0"	"10.0"	"2013.0"	"8.0"	"0.25"	"0.8888888888888888"	"0.2"	"1"	"0"	"0"
"226"	"Handwriting Recognition"	"4.0"	"0.0"	"0.0"	"2.0"	"6.0"	"1994.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"1"	"1"
"227"	"Handwriting Verification"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"228"	"Hate Speech Detection"	"6.0"	"0.0"	"0.0"	"24.0"	"30.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"229"	"Head Detection"	"2.0"	"26.0"	"2.0"	"5.0"	"33.0"	"2013.0"	"5.2"	"1.0"	"0.8387096774193549"	"0.5"	"1"	"0"	"0"
"230"	"Head Pose Estimation"	"1.0"	"9.0"	"2.0"	"13.0"	"23.0"	"2013.0"	"0.6923076923076923"	"0.5"	"0.4090909090909091"	"0.3333333333333333"	"1"	"0"	"0"
"231"	"Homography Estimation"	"1.0"	"26.0"	"1.0"	"0.0"	"27.0"	"2013.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"232"	"Hope Speech Detection"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"233"	"Hope Speech Detection for English"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"234"	"Hope Speech Detection for Malayalam"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"235"	"Hope Speech Detection for Tamil"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"236"	"Human Detection"	"4.0"	"0.0"	"0.0"	"3.0"	"7.0"	"2011.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"237"	"Human Instance Segmentation"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2018.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"238"	"Human Interaction Recognition"	"2.0"	"0.0"	"0.0"	"4.0"	"6.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"239"	"Human Parsing"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"240"	"Human Part Segmentation"	"1.0"	"11.0"	"4.0"	"2.0"	"14.0"	"2016.0"	"5.5"	"0.25"	"0.8461538461538461"	"0.2"	"1"	"0"	"0"
"241"	"Human action generation"	"1.0"	"15.0"	"2.0"	"0.0"	"16.0"	"2018.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"1"	"0"	"0"
"242"	"Human motion prediction"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"243"	"Human robot  interaction"	"2.0"	"0.0"	"0.0"	"1.0"	"3.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"244"	"Human-Object Interaction Detection"	"2.0"	"3.0"	"1.0"	"78.0"	"83.0"	"2014.0"	"0.038461538461538464"	"2.0"	"0.037037037037037035"	"0.6666666666666666"	"1"	"0"	"0"
"245"	"Human-Object-interaction motion tracking"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"246"	"Humor Detection"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"247"	"Hypernym Discovery"	"1.0"	"0.0"	"0.0"	"11.0"	"12.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"248"	"Image Captioning"	"11.0"	"740.0"	"6.0"	"58.0"	"809.0"	"2011.0"	"12.758620689655173"	"1.8333333333333333"	"0.9273182957393483"	"0.6470588235294118"	"1"	"0"	"0"
"249"	"Image Classification"	"42.0"	"276.0"	"16.0"	"3822.0"	"4140.0"	"2007.0"	"0.07221350078492936"	"2.625"	"0.06734992679355783"	"0.7241379310344828"	"1"	"0"	"1"
"250"	"Image Cropping"	"2.0"	"3.0"	"2.0"	"5.0"	"10.0"	"2012.0"	"0.6"	"1.0"	"0.375"	"0.5"	"1"	"0"	"0"
"251"	"Image Dehazing"	"3.0"	"26.0"	"2.0"	"16.0"	"45.0"	"2014.0"	"1.625"	"1.5"	"0.6190476190476191"	"0.6"	"1"	"0"	"0"
"252"	"Image Denoising"	"5.0"	"240.0"	"5.0"	"0.0"	"245.0"	"2008.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"253"	"Image Enhancement"	"3.0"	"3.0"	"2.0"	"4.0"	"10.0"	"2003.0"	"0.75"	"1.5"	"0.42857142857142855"	"0.6"	"1"	"0"	"0"
"254"	"Image Generation"	"6.0"	"2375.0"	"17.0"	"88.0"	"2469.0"	"2013.0"	"26.988636363636363"	"0.35294117647058826"	"0.9642712139667072"	"0.2608695652173913"	"1"	"1"	"0"
"255"	"Image Manipulation"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"256"	"Image Matting"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"257"	"Image Recognition"	"1.0"	"3.0"	"1.0"	"0.0"	"4.0"	"2011.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"258"	"Image Reconstruction"	"1.0"	"2.0"	"1.0"	"0.0"	"3.0"	"2009.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"259"	"Image Relighting"	"1.0"	"0.0"	"0.0"	"13.0"	"14.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"260"	"Image Restoration"	"1.0"	"30.0"	"3.0"	"0.0"	"31.0"	"2009.0"	"inf"	"0.3333333333333333"	"1.0"	"0.25"	"1"	"0"	"0"
"261"	"Image Retrieval"	"11.0"	"270.0"	"8.0"	"81.0"	"362.0"	"2008.0"	"3.3333333333333335"	"1.375"	"0.7692307692307693"	"0.5789473684210527"	"1"	"0"	"0"
"262"	"Image Stitching"	"1.0"	"1.0"	"1.0"	"1.0"	"3.0"	"2013.0"	"1.0"	"1.0"	"0.5"	"0.5"	"1"	"0"	"0"
"263"	"Image Super-Resolution"	"10.0"	"370.0"	"10.0"	"261.0"	"641.0"	"2010.0"	"1.417624521072797"	"1.0"	"0.5863708399366085"	"0.5"	"1"	"0"	"0"
"264"	"Image-based Automatic Meter Reading"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"265"	"Image-to-Image Translation"	"3.0"	"713.0"	"22.0"	"0.0"	"716.0"	"2015.0"	"inf"	"0.13636363636363635"	"1.0"	"0.12"	"1"	"0"	"0"
"266"	"Imitation Learning"	"8.0"	"7.0"	"1.0"	"30.0"	"45.0"	"2008.0"	"0.23333333333333334"	"8.0"	"0.1891891891891892"	"0.8888888888888888"	"0"	"0"	"1"
"267"	"Information Retrieval"	"15.0"	"48.0"	"10.0"	"27.0"	"90.0"	"2007.0"	"1.7777777777777777"	"1.5"	"0.64"	"0.6"	"0"	"1"	"0"
"268"	"Instance Segmentation"	"14.0"	"177.0"	"6.0"	"460.0"	"651.0"	"2012.0"	"0.3847826086956522"	"2.3333333333333335"	"0.2778649921507064"	"0.7"	"1"	"0"	"0"
"269"	"Instance Shadow Detection"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2019.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"270"	"Instrument Recognition"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"271"	"Intent Classification"	"2.0"	"0.0"	"0.0"	"4.0"	"6.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"272"	"Intent Detection"	"1.0"	"11.0"	"2.0"	"1.0"	"13.0"	"2014.0"	"11.0"	"0.5"	"0.9166666666666666"	"0.3333333333333333"	"0"	"1"	"0"
"273"	"Interactive Video Object Segmentation"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"274"	"Interest Point Detection"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"275"	"Joint Entity and Relation Extraction"	"1.0"	"8.0"	"2.0"	"4.0"	"13.0"	"2014.0"	"2.0"	"0.5"	"0.6666666666666666"	"0.3333333333333333"	"0"	"1"	"0"
"276"	"Joint Multilingual Sentence Representations"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"277"	"KB-to-Language Generation"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2018.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"278"	"Keyphrase Extraction"	"1.0"	"0.0"	"0.0"	"10.0"	"11.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"279"	"Keypoint Detection"	"1.0"	"154.0"	"5.0"	"0.0"	"155.0"	"2014.0"	"inf"	"0.2"	"1.0"	"0.16666666666666666"	"1"	"0"	"0"
"280"	"Keyword Spotting"	"1.0"	"2.0"	"1.0"	"39.0"	"42.0"	"2012.0"	"0.05128205128205128"	"1.0"	"0.04878048780487805"	"0.5"	"0"	"0"	"0"
"281"	"Knowledge Graph Completion"	"2.0"	"65.0"	"4.0"	"0.0"	"67.0"	"2014.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"0"	"0"	"0"
"282"	"Knowledge Graph Embedding"	"1.0"	"81.0"	"2.0"	"0.0"	"82.0"	"2014.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"0"	"0"	"0"
"283"	"Knowledge Graph Embeddings"	"2.0"	"35.0"	"2.0"	"0.0"	"37.0"	"2015.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"0"	"0"
"284"	"Knowledge Graphs"	"6.0"	"203.0"	"6.0"	"15.0"	"224.0"	"2013.0"	"13.533333333333333"	"1.0"	"0.9311926605504587"	"0.5"	"0"	"0"	"0"
"285"	"Knowledge Tracing"	"1.0"	"0.0"	"0.0"	"9.0"	"10.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"286"	"LIDAR Semantic Segmentation"	"1.0"	"28.0"	"2.0"	"4.0"	"33.0"	"2017.0"	"7.0"	"0.5"	"0.875"	"0.3333333333333333"	"1"	"0"	"0"
"287"	"Lake Ice Monitoring"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2018.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"288"	"Landmark Recognition"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"289"	"Lane Detection"	"2.0"	"5.0"	"3.0"	"26.0"	"33.0"	"2015.0"	"0.19230769230769232"	"0.6666666666666666"	"0.16129032258064516"	"0.4"	"1"	"0"	"0"
"290"	"Language Identification"	"2.0"	"0.0"	"0.0"	"25.0"	"27.0"	"2001.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"291"	"Language Modelling"	"23.0"	"507.0"	"35.0"	"307.0"	"837.0"	"2001.0"	"1.6514657980456027"	"0.6571428571428571"	"0.6228501228501229"	"0.39655172413793105"	"0"	"1"	"0"
"292"	"Large-Scale Person Re-Identification"	"1.0"	"5.0"	"2.0"	"0.0"	"6.0"	"2017.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"1"	"0"	"0"
"293"	"Learning-To-Rank"	"4.0"	"1.0"	"1.0"	"31.0"	"36.0"	"2008.0"	"0.03225806451612903"	"4.0"	"0.03125"	"0.8"	"0"	"0"	"0"
"294"	"Lesion Segmentation"	"5.0"	"4.0"	"1.0"	"3.0"	"12.0"	"2015.0"	"1.3333333333333333"	"5.0"	"0.5714285714285714"	"0.8333333333333334"	"1"	"0"	"0"
"295"	"Lexical Entailment"	"3.0"	"0.0"	"0.0"	"5.0"	"8.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"296"	"License Plate Detection"	"2.0"	"0.0"	"0.0"	"3.0"	"5.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"297"	"License Plate Recognition"	"2.0"	"15.0"	"2.0"	"3.0"	"20.0"	"2010.0"	"5.0"	"1.0"	"0.8333333333333334"	"0.5"	"1"	"0"	"0"
"298"	"Line Segment Detection"	"1.0"	"0.0"	"0.0"	"16.0"	"17.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"299"	"Linguistic Acceptability"	"1.0"	"54.0"	"1.0"	"27.0"	"82.0"	"2018.0"	"2.0"	"1.0"	"0.6666666666666666"	"0.5"	"0"	"1"	"0"
