""	"task"	"gini"	"pielou"	"simpson"	"task_size"	"CV"	"NLP"	"Methodology"
"230"	"Semantic Role Labeling"	"0.7069767441860465"	"0.6400831300410053"	"0.38934512528953463"	"86"	"0"	"1"	"0"
"231"	"Semantic Segmentation"	"0.8293615632141026"	"0.6672630853684043"	"0.06892440550549983"	"3661"	"1"	"0"	"0"
"232"	"Semantic Textual Similarity"	"0.6281481481481482"	"0.770972146671835"	"0.4444961498950769"	"225"	"0"	"1"	"0"
"233"	"Semi-Supervised Video Object Segmentation"	"0.4689325544344132"	"0.8392329800026349"	"0.6511500251961703"	"269"	"1"	"0"	"0"
"234"	"Sentence Compression"	"0.7657657657657658"	"0.5491089419774499"	"0.41484848484848486"	"37"	"0"	"1"	"0"
"235"	"Sentence Embeddings"	"0.48355263157894735"	"0.8378446229489052"	"0.40066592674805773"	"38"	"0"	"1"	"1"
"236"	"Sentence Pair Modeling"	"0.3655172413793103"	"0.9113809431031847"	"0.5905898876404494"	"29"	"0"	"1"	"0"
"237"	"Sentence Summarization"	"0.48717948717948717"	"0.8345901684333654"	"0.6706349206349207"	"13"	"0"	"1"	"0"
"238"	"Sentiment Analysis"	"0.8426356589147286"	"0.5730220148373442"	"0.1173140770746031"	"688"	"0"	"1"	"0"
"239"	"Shadow Detection"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"240"	"Sketch-Based Image Retrieval"	"0.6"	"0.7389932894278336"	"0.45213675213675214"	"23"	"1"	"0"	"0"
"241"	"Slot Filling"	"0.7636363636363637"	"0.5102741033737658"	"0.1766217084136159"	"55"	"0"	"1"	"0"
"242"	"Small Object Detection"	"0.6300000000000001"	"0.6321462460036033"	"0.2600915522263837"	"25"	"1"	"0"	"0"
"243"	"Source Code Summarization"	"0.6410256410256411"	"0.6760150508789765"	"0.485632183908046"	"13"	"0"	"1"	"0"
"244"	"Speaker Separation"	""	""	"1.0"	"2"	"0"	"0"	"0"
"245"	"Speaker Verification"	"0.9111111111111111"	"0.2623112196143366"	"0.5464112250404749"	"45"	"0"	"0"	"0"
"246"	"Speech Enhancement"	"0.6017316017316018"	"0.7810579494172204"	"0.4793047696038804"	"77"	"0"	"0"	"0"
"247"	"Speech Recognition"	"0.8192720859387526"	"0.5557135464420475"	"0.07321161302478849"	"693"	"0"	"0"	"0"
"248"	"Speech Separation"	"0.5925925925925926"	"0.7313776131322518"	"0.5869565217391304"	"18"	"0"	"0"	"0"
"249"	"Speech Synthesis"	"0.27272727272727276"	"0.9107196304548567"	"0.657608695652174"	"11"	"0"	"0"	"0"
"250"	"Spoken Language Understanding"	"0.5520833333333334"	"0.7950374395759428"	"0.5044334975369458"	"32"	"0"	"1"	"0"
"251"	"Stance Detection"	"0.0"	"1.0"	"1.0"	"8"	"0"	"1"	"0"
"252"	"Stochastic Optimization"	"0.7347242921013414"	"0.6607984711470529"	"0.3260602874167543"	"183"	"0"	"0"	"1"
"253"	"Stock Market Prediction"	""	""	"1.0"	"6"	"0"	"0"	"0"
"254"	"Style Transfer"	"0.3933333333333333"	"0.8964896239660971"	"0.5792400370713623"	"25"	"1"	"0"	"0"
"255"	"Super-Resolution"	"0.5833333333333334"	"0.8036691335295679"	"0.3934391830453941"	"75"	"1"	"0"	"0"
"256"	"Table-to-Text Generation"	"0.33766233766233766"	"0.9160001690245049"	"0.7034883720930233"	"22"	"0"	"1"	"0"
"257"	"Talking Face Generation"	"0.5897435897435898"	"0.7442626474488743"	"0.5633333333333334"	"13"	"1"	"0"	"0"
"258"	"Talking Head Generation"	"0.14285714285714285"	"0.9821410328348752"	"0.9607843137254903"	"14"	"1"	"0"	"0"
"259"	"Temporal Action Localization"	"0.8437809303860112"	"0.6069168081008348"	"0.15255822090404184"	"1732"	"1"	"0"	"1"
"260"	"Temporal Localization"	"0.7"	"0.5816718657178868"	"0.505050505050505"	"10"	"1"	"0"	"0"
"261"	"Text Classification"	"0.8153679653679653"	"0.6003450320675969"	"0.11974861341289494"	"462"	"0"	"1"	"0"
"262"	"Text Clustering"	""	""	"1.0"	"1"	"0"	"1"	"0"
"263"	"Text Generation"	"0.660786001147447"	"0.7709256673670887"	"0.20930091246974467"	"249"	"1"	"1"	"0"
"264"	"Text Style Transfer"	"0.0"	"1.0"	"0.9999999999999999"	"6"	"0"	"1"	"0"
"265"	"Text Summarization"	"0.7318897877258075"	"0.6893916358801764"	"0.1400620171243914"	"401"	"0"	"1"	"0"
"266"	"Text-To-Speech Synthesis"	"0.7333333333333334"	"0.5194602975157967"	"0.3826530612244897"	"15"	"0"	"1"	"0"
"267"	"Text-to-Image Generation"	"0.6708860759493671"	"0.7174486114022787"	"0.2908743475018642"	"79"	"1"	"1"	"0"
"268"	"Time Series Forecasting"	"0.75"	"0.55492359643836"	"0.3557894736842106"	"26"	"0"	"0"	"0"
"269"	"Traffic Accident Detection"	""	""	"1.0"	"2"	"1"	"0"	"0"
"270"	"Traffic Prediction"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"0"	"0"
"271"	"Trajectory Prediction"	"0.7307359307359307"	"0.6722788145826689"	"0.2568890814558059"	"154"	"1"	"0"	"0"
"272"	"Transfer Learning"	"0.9534883720930233"	"0.15935006268563445"	"0.5237960339943343"	"43"	"0"	"0"	"1"
"273"	"Triple Classification"	"0.8181818181818182"	"0.43949698692151334"	"0.5990099009900991"	"11"	"0"	"0"	"0"
"274"	"Twitter Sentiment Analysis"	"0.40740740740740744"	"0.8763576394898526"	"0.75"	"9"	"0"	"1"	"0"
"275"	"Unsupervised Anomaly Detection"	"0.5046153846153847"	"0.8564763784397106"	"0.541125541125541"	"50"	"1"	"0"	"1"
"276"	"Unsupervised Image-To-Image Translation"	"0.2973856209150327"	"0.9373028343644936"	"0.7069855939113889"	"51"	"1"	"0"	"0"
"277"	"Unsupervised Representation Learning"	"0.16666666666666666"	"0.9697238998682473"	"0.8999999999999998"	"6"	"0"	"0"	"1"
"278"	"Video Captioning"	"0.7580128205128205"	"0.6531118387485194"	"0.24426653417495683"	"208"	"1"	"0"	"0"
"279"	"Video Classification"	"0.8347830575845959"	"0.6026684737336762"	"0.10578071229822202"	"1462"	"1"	"0"	"0"
"280"	"Video Frame Interpolation"	"0.6253968253968255"	"0.733892236403856"	"0.401148969889065"	"45"	"1"	"0"	"0"
"281"	"Video Generation"	"0.6145833333333334"	"0.7769002192827217"	"0.40686586141131603"	"80"	"1"	"0"	"0"
"282"	"Video Object Segmentation"	"0.7805125889127243"	"0.6300843438088476"	"0.2614842044624777"	"521"	"1"	"0"	"0"
"283"	"Video Prediction"	"0.6827262044653349"	"0.7392664727657552"	"0.3010114335971856"	"148"	"1"	"0"	"0"
"284"	"Video Retrieval"	"0.6008403361344538"	"0.8273292240419539"	"0.3674013326499231"	"224"	"1"	"0"	"0"
"285"	"Video Segmentation"	"0.8695652173913044"	"0.3237837983572334"	"0.39804364183596697"	"23"	"1"	"0"	"0"
"286"	"Video Semantic Segmentation"	"0.6141732283464567"	"0.6890075753600233"	"0.5532155719430629"	"127"	"1"	"0"	"0"
"287"	"Video Summarization"	"0.7154716981132075"	"0.5858557613968807"	"0.11109353371564172"	"106"	"1"	"0"	"0"
"288"	"Video Understanding"	"0.6540697674418605"	"0.7948812586630014"	"0.26163050351313943"	"344"	"1"	"0"	"0"
"289"	"Visual Odometry"	"0.8246687054026504"	"0.4883290881523215"	"0.19897839557863004"	"109"	"0"	"0"	"0"
"290"	"Visual Place Recognition"	"0.6222222222222221"	"0.6931115959621321"	"0.40298507462686556"	"18"	"1"	"0"	"0"
"291"	"Visual Question Answering"	"0.7858467487373737"	"0.6711964607386092"	"0.12079680783866645"	"1584"	"1"	"1"	"0"
"292"	"Visual Reasoning"	"0.5125858123569794"	"0.8685303008594252"	"0.529"	"92"	"1"	"0"	"0"
"293"	"Visual Speech Recognition"	"0.3333333333333333"	"0.9155385080075168"	"0.8"	"12"	"1"	"0"	"0"
"294"	"Visual Tracking"	"0.7104696251615683"	"0.6796600036075783"	"0.36718956188968055"	"422"	"1"	"0"	"0"
"295"	"Weakly Supervised Classification"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"296"	"Word Embeddings"	"0.700752298690443"	"0.7051293091257422"	"0.16015864369850893"	"194"	"0"	"0"	"1"
"297"	"Word Sense Disambiguation"	"0.6863330843913368"	"0.700433465013313"	"0.28978421196394427"	"103"	"0"	"1"	"0"
"298"	"Zero-Shot Learning"	"0.8445040214477212"	"0.4874245830976193"	"0.20551571328335608"	"373"	"1"	"0"	"1"
"299"	"indoor scene understanding"	"0.34444444444444444"	"0.9284318117920505"	"0.7407407407407407"	"20"	"1"	"0"	"0"
"300"	"severity prediction"	""	""	"1.0"	"1"	"1"	"0"	"0"
