""	"task"	"gini"	"pielou"	"simpson"	"task_size"	"CV"	"NLP"	"Methodology"
"245"	"Cross-Domain Named Entity Recognition"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"1"	"0"
"246"	"Cross-Lingual ASR"	""	""	"1.0"	"1"	"0"	"0"	"0"
"247"	"Cross-Lingual Abstractive Summarization"	""	""	"1.0"	"2"	"0"	"0"	"0"
"248"	"Cross-Lingual Bitext Mining"	""	""	"1.0"	"4"	"0"	"1"	"0"
"249"	"Cross-Lingual Document Classification"	"0.3846153846153846"	"0.8292439007914473"	"0.771689497716895"	"13"	"0"	"1"	"0"
"250"	"Cross-Lingual NER"	"0.3148148148148148"	"0.9260197037710411"	"0.7465437788018434"	"18"	"0"	"1"	"0"
"251"	"Cross-Lingual Natural Language Inference"	"0.49523809523809526"	"0.8573107245724224"	"0.5529780564263324"	"42"	"0"	"1"	"0"
"252"	"Cross-Lingual POS Tagging"	""	""	"1.0"	"1"	"0"	"0"	"0"
"253"	"Cross-Lingual Paraphrase Identification"	""	""	"1.0"	"2"	"0"	"0"	"0"
"254"	"Cross-Lingual Question Answering"	"0.3197278911564626"	"0.9384007999934955"	"0.798913043478261"	"21"	"0"	"1"	"0"
"255"	"Cross-Lingual Semantic Textual Similarity"	"0.16666666666666666"	"0.9697238998682473"	"0.8999999999999998"	"6"	"0"	"1"	"0"
"256"	"Cross-Lingual Sentiment Classification"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"0"	"0"
"257"	"Cross-Lingual Transfer"	"0.5260869565217391"	"0.8525874806079954"	"0.5227272727272728"	"92"	"0"	"1"	"0"
"258"	"Cross-Modal  Person Re-Identification"	"0.2857142857142857"	"0.9397387539970585"	"0.8521739130434784"	"14"	"1"	"0"	"0"
"259"	"Cross-Modal Information Retrieval"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	"0"	"0"	"0"
"260"	"Cross-Modal Retrieval"	"0.745498199279712"	"0.6037321741300402"	"0.35128497717801155"	"119"	"0"	"0"	"0"
"261"	"Cross-View Image-to-Image Translation"	"0.3888888888888889"	"0.8920795639257109"	"0.7826086956521738"	"12"	"1"	"0"	"0"
"262"	"Cross-device ASR"	""	""	"1.0"	"1"	"0"	"0"	"0"
"263"	"Cross-environment ASR"	""	""	"1.0"	"1"	"0"	"0"	"0"
"264"	"Cross-lingual zero-shot dependency parsing"	""	""	"1.0"	"3"	"0"	"1"	"0"
"265"	"Crowd Counting"	"0.8071625344352616"	"0.5574514828156591"	"0.22939826239551261"	"242"	"1"	"0"	"0"
"266"	"Curriculum Learning"	"0.6"	"0.6783898247235197"	"0.48076923076923084"	"10"	"0"	"0"	"0"
"267"	"Curved Text Detection"	"0.3640552995391705"	"0.9113028408460506"	"0.7461180124223603"	"31"	"1"	"0"	"0"
"268"	"DQN Replay Dataset"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"269"	"Data Augmentation"	"0.40350877192982454"	"0.9069390089317184"	"0.501388888888889"	"76"	"1"	"1"	"1"
"270"	"Data-to-Text Generation"	"0.5675971538040503"	"0.8282313324819046"	"0.4211082674974964"	"87"	"0"	"1"	"0"
"271"	"Deblurring"	"0.7993827160493828"	"0.5229792311007861"	"0.28328556856268516"	"108"	"1"	"0"	"0"
"272"	"Deception Detection"	""	""	"1.0"	"1"	"1"	"0"	"0"
"273"	"Deception Detection In Videos"	""	""	"1.0"	"1"	"1"	"0"	"0"
"274"	"Decision Making"	"0.39455782312925175"	"0.9021412165441458"	"0.5345454545454547"	"42"	"0"	"0"	"0"
"275"	"Deep Attention"	""	""	"1.0"	"1"	"1"	"0"	"0"
"276"	"DeepFake Detection"	"0.6036036036036035"	"0.7581310607393046"	"0.5218330439202066"	"111"	"1"	"0"	"0"
"277"	"Defect Detection"	"0.2"	"0.9602297178607613"	"0.9259259259259257"	"5"	"0"	"0"	"0"
"278"	"Definition Extraction"	""	""	"1.0"	"6"	"0"	"1"	"0"
"279"	"Defocus Estimation"	""	""	"1.0"	"5"	"1"	"0"	"0"
"280"	"Demosaicking"	"0.2"	"0.9602297178607613"	"0.9259259259259257"	"5"	"1"	"0"	"0"
"281"	"Denoising"	"0.7799999999999999"	"0.5718418316269318"	"0.21978021978021975"	"100"	"1"	"0"	"0"
"282"	"Dense Object Detection"	"0.5925925925925926"	"0.7313776131322518"	"0.5869565217391304"	"18"	"1"	"0"	"0"
"283"	"Dense Pixel Correspondence Estimation"	"0.2"	"0.9713107216099229"	"0.9389671361502349"	"20"	"1"	"0"	"0"
"284"	"Dense Video Captioning"	"0.6"	"0.7443937438408956"	"0.4689922480620156"	"22"	"1"	"0"	"0"
"285"	"Density Estimation"	"0.6090909090909091"	"0.7830064210414363"	"0.43930428545813166"	"140"	"0"	"0"	"1"
"286"	"Dependency Grammar Induction"	"0.25"	"0.954434002924965"	"0.9411764705882353"	"8"	"0"	"1"	"0"
"287"	"Dependency Parsing"	"0.782608695652174"	"0.504513626429956"	"0.36150341685649207"	"276"	"0"	"1"	"0"
"288"	"Depth And Camera Motion"	"0.6606060606060605"	"0.6916924581149058"	"0.45261845386533667"	"33"	"1"	"0"	"0"
"289"	"Depth Completion"	"0.6060606060606061"	"0.7322262145879349"	"0.5229291716686675"	"66"	"1"	"0"	"0"
"290"	"Depth Estimation"	"0.8004313540473141"	"0.6416692875008152"	"0.16332884046385915"	"802"	"1"	"0"	"0"
"291"	"Depth Image Upsampling"	""	""	"1.0"	"1"	"1"	"0"	"0"
"292"	"Depth Map Super-Resolution"	"0.375"	"0.8613531161467861"	"0.64"	"8"	"1"	"0"	"0"
"293"	"Diabetic Retinopathy Detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"294"	"Diabetic Retinopathy Grading"	""	""	"1.0"	"2"	"0"	"0"	"0"
"295"	"Dial Meter Reading"	""	""	"1.0"	"1"	"1"	"0"	"0"
"296"	"Dialect Identification"	"0.2"	"0.9602297178607613"	"0.9259259259259257"	"5"	"0"	"1"	"0"
"297"	"Dialog Learning"	""	""	"1.0"	"1"	"0"	"1"	"0"
"298"	"Dialog Relation Extraction"	"0.48571428571428577"	"0.8193399999898042"	"0.5444444444444444"	"14"	"0"	"1"	"0"
"299"	"Dialogue Act Classification"	"0.4901960784313726"	"0.8228556852037893"	"0.6880952380952381"	"17"	"0"	"1"	"0"
"300"	"Dialogue Generation"	"0.6331908831908831"	"0.7619977694168976"	"0.2634146341463414"	"108"	"1"	"1"	"0"
"301"	"Dialogue Interpretation"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"1"	"0"
"302"	"Dialogue Management"	"0.2857142857142857"	"0.9165164431996023"	"0.7538461538461539"	"7"	"0"	"1"	"0"
"303"	"Dialogue Rewriting"	""	""	"1.0"	"1"	"0"	"1"	"0"
"304"	"Dialogue State Tracking"	"0.7115384615384616"	"0.6620181621175237"	"0.26742857142857146"	"78"	"0"	"1"	"0"
"305"	"Dialogue Understanding"	"0.34444444444444444"	"0.9104598079690984"	"0.6403162055335968"	"18"	"0"	"1"	"0"
"306"	"Dictionary Learning"	"0.838235294117647"	"0.38117773264879656"	"0.2726415094339623"	"34"	"0"	"0"	"1"
"307"	"Diffeomorphic Medical Image Registration"	"0.0"	"1.0"	"1.0"	"6"	"0"	"0"	"0"
"308"	"Dimensionality Reduction"	"0.38181818181818183"	"0.88972137527189"	"0.6954022988505747"	"11"	"1"	"0"	"1"
"309"	"Direct Transfer Person Re-identification"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"310"	"Direction of Arrival Estimation"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"311"	"Disaster Response"	"0.2"	"0.9674887648835618"	"0.909090909090909"	"10"	"0"	"0"	"0"
"312"	"Disguised Face Verification"	"0.16666666666666666"	"0.9697238998682473"	"0.8999999999999998"	"6"	"1"	"0"	"0"
"313"	"Disparity Estimation"	"0.6363636363636364"	"0.6913698302025114"	"0.5845410628019324"	"11"	"1"	"0"	"0"
"314"	"Distant Speech Recognition"	"0.5"	"0.8246987351738496"	"0.6808510638297872"	"16"	"0"	"0"	"0"
"315"	"Distractor Generation"	"0.42857142857142855"	"0.8631205685666311"	"0.8448275862068966"	"7"	"0"	"1"	"0"
"316"	"Distributed Computing"	""	""	"1.0"	"1"	"0"	"0"	"0"
"317"	"Distributed Optimization"	"0.603448275862069"	"0.7092230452394958"	"0.5272727272727272"	"29"	"0"	"0"	"1"
"318"	"Document Classification"	"0.5688073394495413"	"0.828479679252659"	"0.3756837944664032"	"109"	"0"	"1"	"0"
"319"	"Document Embedding"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"1"
"320"	"Document Image Classification"	"0.565217391304348"	"0.7443254891684421"	"0.3605998636673483"	"23"	"1"	"0"	"1"
"321"	"Document Layout Analysis"	"0.3333333333333333"	"0.9182958340544894"	"0.81"	"9"	"1"	"0"	"0"
"322"	"Document Ranking"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"1"	"0"
"323"	"Document Summarization"	"0.6454361054766733"	"0.7485474034034426"	"0.19702010026706648"	"145"	"0"	"1"	"0"
"324"	"Document Text Classification"	"0.7142857142857143"	"0.5916727785823274"	"0.6621621621621622"	"7"	"1"	"1"	"0"
"325"	"Document-level"	""	""	"1.0"	"1"	"0"	"0"	"0"
"326"	"Domain 1-1"	""	""	"1.0"	"1"	"0"	"0"	"0"
"327"	"Domain 11-1"	""	""	"1.0"	"1"	"0"	"0"	"0"
"328"	"Domain 11-5"	""	""	"1.0"	"1"	"0"	"0"	"0"
"329"	"Domain Adaptation"	"0.799721435089573"	"0.6722254336697668"	"0.21364900202273562"	"1772"	"1"	"0"	"1"
"330"	"Domain Generalization"	"0.6518098990396454"	"0.7890644819427672"	"0.31593449302873605"	"393"	"1"	"0"	"1"
"331"	"Dota 2"	""	""	"1.0"	"2"	"0"	"0"	"0"
"332"	"Driver Attention Monitoring"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"333"	"Drone Pose Estimation"	""	""	"1.0"	"2"	"0"	"0"	"0"
"334"	"Drone navigation"	""	""	"1.0"	"1"	"1"	"0"	"0"
"335"	"Drone-view target localization"	""	""	"1.0"	"1"	"1"	"0"	"0"
"336"	"Drug Discovery"	"0.5"	"0.8215228439464156"	"0.6345323741007196"	"21"	"0"	"0"	"0"
"337"	"Drug–drug Interaction Extraction"	""	""	"1.0"	"8"	"0"	"1"	"0"
"338"	"Drum Transcription"	""	""	"1.0"	"1"	"0"	"0"	"0"
"339"	"Duplicate-Question Retrieval"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"340"	"Dynamic graph embedding"	"0.9523809523809523"	"0.1623261801753929"	"0.5243757431629014"	"42"	"0"	"0"	"0"
"341"	"ECG Classification"	""	""	"1.0"	"2"	"0"	"0"	"1"
"342"	"EEG"	"0.7608695652173914"	"0.5052636515984086"	"0.3196374622356495"	"23"	"0"	"0"	"1"
"343"	"EEG Emotion Recognition"	"0.6"	"0.7219280948873623"	"0.7352941176470587"	"5"	"1"	"1"	"0"
"344"	"Earth Surface Forecasting"	""	""	"1.0"	"1"	"1"	"0"	"0"
"345"	"Edge Detection"	"0.7033898305084746"	"0.6373036035072038"	"0.44091196960101325"	"59"	"1"	"0"	"0"
"346"	"Edge-computing"	""	""	"1.0"	"1"	"0"	"0"	"0"
"347"	"Efficient Exploration"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"1"
"348"	"Egocentric Activity Recognition"	"0.3970588235294118"	"0.8884461045429238"	"0.6296296296296297"	"17"	"1"	"0"	"0"
"349"	"Egocentric Pose Estimation"	"0.4"	"0.8649735207179273"	"0.7575757575757577"	"5"	"1"	"0"	"0"
"350"	"Electromyography (EMG)"	""	""	"1.0"	"1"	"0"	"0"	"0"
"351"	"Electron Microscopy Image Segmentation"	"0.0"	"1.0"	"1.0"	"11"	"1"	"0"	"0"
"352"	"Embodied Question Answering"	"0.6"	"0.7309886647187626"	"0.4391727493917276"	"19"	"1"	"1"	"0"
"353"	"Emotion Classification"	"0.43939393939393945"	"0.8760672187593216"	"0.6522911051212938"	"22"	"0"	"1"	"0"
"354"	"Emotion Recognition"	"0.8071266968325792"	"0.5195090678339421"	"0.13705099460955011"	"221"	"1"	"1"	"0"
"355"	"Emotion Recognition in Context"	"0.5"	"0.8112781244591328"	"0.8"	"4"	"1"	"1"	"0"
"356"	"Emotion Recognition in Conversation"	"0.337037037037037"	"0.9220298212924396"	"0.7475083056478408"	"90"	"1"	"1"	"0"
"357"	"Emotional Speech Synthesis"	""	""	"1.0"	"1"	"0"	"0"	"0"
"358"	"End-To-End Dialogue Modelling"	""	""	"1.0"	"5"	"0"	"1"	"0"
"359"	"End-To-End Speech Recognition"	"0.42857142857142855"	"0.8562540127764086"	"0.7466666666666667"	"28"	"0"	"0"	"0"
"360"	"Entity Alignment"	""	""	"1.0"	"25"	"0"	"1"	"0"
"361"	"Entity Cross-Document Coreference Resolution"	""	""	"1.0"	"3"	"0"	"0"	"0"
"362"	"Entity Disambiguation"	"0.6137931034482758"	"0.7188099412245064"	"0.43128205128205144"	"29"	"0"	"1"	"0"
"363"	"Entity Embeddings"	""	""	"1.0"	"1"	"0"	"0"	"1"
"364"	"Entity Extraction using GAN"	""	""	"1.0"	"2"	"0"	"1"	"0"
"365"	"Entity Linking"	"0.6242424242424243"	"0.7518172282138713"	"0.3065878378378378"	"66"	"0"	"1"	"0"
"366"	"Entity Resolution"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"367"	"Entity Retrieval"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"368"	"Entity Typing"	"0.5454545454545454"	"0.782775952814142"	"0.6836158192090397"	"11"	"0"	"1"	"0"
"369"	"Environmental Sound Classification"	"0.5789473684210527"	"0.7424875695421236"	"0.7489626556016596"	"19"	"0"	"0"	"0"
"370"	"Epidemiology"	""	""	"1.0"	"1"	"0"	"0"	"0"
"371"	"Epilepsy Prediction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"372"	"Event Coreference Resolution"	""	""	"1.0"	"13"	"0"	"0"	"0"
"373"	"Event Cross-Document Coreference Resolution"	""	""	"1.0"	"6"	"0"	"0"	"0"
"374"	"Event Extraction"	"0.2916666666666667"	"0.940718736449941"	"0.7529411764705882"	"16"	"0"	"1"	"0"
"375"	"Event Segmentation"	""	""	"1.0"	"1"	"0"	"0"	"0"
"376"	"Event data classification"	""	""	"1.0"	"1"	"1"	"0"	"0"
"377"	"Event-based vision"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"378"	"Evidence Selection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"379"	"Exception type"	""	""	"1.0"	"1"	"0"	"0"	"0"
"380"	"Explainable artificial intelligence"	""	""	"1.0"	"2"	"1"	"0"	"0"
"381"	"Extended Summarization"	""	""	"1.0"	"1"	"0"	"0"	"0"
"382"	"Extract Aspect"	""	""	"1.0"	"2"	"0"	"1"	"0"
"383"	"Extractive Text Summarization"	"0.5285714285714285"	"0.7569605217547902"	"0.29539426091150234"	"35"	"0"	"1"	"0"
"384"	"Extreme Multi-Label Classification"	""	""	"1.0"	"3"	"0"	"0"	"1"
"385"	"Extreme Summarization"	"0.0"	"1.0"	"1.0"	"4"	"0"	"0"	"0"
"386"	"Eye Tracking"	"0.4285714285714286"	"0.8572718389938251"	"0.6086956521739131"	"14"	"1"	"0"	"0"
"387"	"Face Age Editing"	""	""	"1.0"	"1"	"1"	"0"	"0"
"388"	"Face Alignment"	"0.7007911771757372"	"0.7694491848240296"	"0.3058511214649475"	"582"	"1"	"0"	"0"
"389"	"Face Anonymization"	""	""	"1.0"	"2"	"1"	"0"	"0"
"390"	"Face Anti-Spoofing"	"0.6396103896103896"	"0.755038905481863"	"0.42389835090565015"	"112"	"1"	"0"	"0"
"391"	"Face Clustering"	"0.5"	"0.7896900821428474"	"0.6666666666666666"	"6"	"1"	"0"	"0"
"392"	"Face Detection"	"0.7262646598280765"	"0.7305353276045111"	"0.17466871585886995"	"549"	"1"	"0"	"0"
"393"	"Face Generation"	"0.5802970402820814"	"0.8384207468422238"	"0.3311938266000908"	"191"	"1"	"0"	"0"
"394"	"Face Hallucination"	"0.4960212201591511"	"0.858732688247914"	"0.5246412975670617"	"58"	"1"	"0"	"0"
"395"	"Face Identification"	"0.6290502793296089"	"0.7986079856238498"	"0.30935967249835866"	"179"	"1"	"0"	"0"
"396"	"Face Image Retrieval"	"0.3090909090909091"	"0.9335100357365151"	"0.8066666666666668"	"11"	"1"	"0"	"0"
"397"	"Face Model"	"0.7333333333333334"	"0.5770078865363999"	"0.4237288135593221"	"20"	"1"	"0"	"0"
"398"	"Face Parsing"	""	""	"1.0"	"1"	"1"	"0"	"0"
"399"	"Face Presentation Attack Detection"	"0.4166666666666667"	"0.8359889967247166"	"0.7741935483870966"	"12"	"1"	"0"	"0"
"400"	"Face Quality Assessement"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"401"	"Face Recognition"	"0.74566994690652"	"0.7499777174896695"	"0.19046978569585107"	"1787"	"1"	"0"	"0"
"402"	"Face Reconstruction"	"0.5896196002578982"	"0.837274793928649"	"0.40797857604580284"	"188"	"1"	"0"	"0"
"403"	"Face Reenactment"	"0.6000000000000001"	"0.7298466991620974"	"0.617283950617284"	"10"	"1"	"0"	"0"
"404"	"Face Sketch Synthesis"	"0.39999999999999997"	"0.8804820237218406"	"0.7352941176470587"	"10"	"1"	"0"	"0"
"405"	"Face Swapping"	"0.7374401913875597"	"0.6791810464578245"	"0.2520833333333333"	"176"	"1"	"0"	"0"
"406"	"Face Verification"	"0.6902474526928676"	"0.7706737207879388"	"0.2543555865975981"	"458"	"1"	"0"	"0"
"407"	"Facial Action Unit Detection"	"0.6995305164319249"	"0.6639160587956378"	"0.23922741078208046"	"71"	"1"	"0"	"0"
"408"	"Facial Attribute Classification"	"0.5490196078431373"	"0.7585674225535729"	"0.43458646616541347"	"17"	"1"	"0"	"0"
"409"	"Facial Beauty Prediction"	""	""	"1.0"	"1"	"1"	"0"	"0"
"410"	"Facial Expression Recognition"	"0.6736928104575163"	"0.7940735583793272"	"0.3000996870932905"	"510"	"1"	"0"	"0"
"411"	"Facial Inpainting"	"0.48376068376068376"	"0.861465366061049"	"0.5147432638535842"	"45"	"1"	"0"	"0"
"412"	"Facial Landmark Detection"	"0.6887159533073929"	"0.7560637542706968"	"0.30066826297149407"	"257"	"1"	"0"	"0"
"413"	"Facial Makeup Transfer"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"414"	"Facial Recognition and Modelling"	"0.8368932038834952"	"0.45894917109503863"	"0.24440758403022556"	"515"	"1"	"0"	"0"
"415"	"Fact Checking"	"0.90625"	"0.2522394482109891"	"0.37841832963784183"	"32"	"0"	"0"	"0"
"416"	"Fact Verification"	"0.7224489795918367"	"0.5469381033210068"	"0.23888455538221526"	"35"	"0"	"1"	"0"
"417"	"Factual Visual Question Answering"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"1"	"0"
"418"	"Fairness"	"0.43939393939393945"	"0.8658798472985547"	"0.664835164835165"	"22"	"1"	"0"	"0"
"419"	"Fake News Detection"	"0.555256064690027"	"0.8132816622216862"	"0.4079883805374003"	"53"	"0"	"1"	"0"
"420"	"Fashion Understanding"	""	""	"1.0"	"1"	"1"	"0"	"0"
"421"	"Fault Detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"422"	"Fault localization"	""	""	"1.0"	"2"	"0"	"0"	"0"
"423"	"Feature Engineering"	"0.2222222222222222"	"0.9591479170272448"	"0.8999999999999999"	"6"	"0"	"0"	"1"
"424"	"Feature Importance"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"0"	"1"
"425"	"Feature Selection"	"0.6495867768595042"	"0.7231938706155727"	"0.34866297833102805"	"55"	"0"	"0"	"1"
"426"	"Federated Learning"	"0.41666666666666663"	"0.8848616689990428"	"0.72"	"12"	"0"	"0"	"1"
"427"	"Few-Shot Image Classification"	"0.718048780487805"	"0.7287316584791099"	"0.25151116164941045"	"410"	"1"	"0"	"1"
"428"	"Few-Shot Learning"	"0.8415549268052651"	"0.5087605635505881"	"0.22397907038930917"	"739"	"1"	"0"	"1"
"429"	"Few-Shot Object Detection"	"0.6733333333333333"	"0.6684215909043888"	"0.35785857429144"	"50"	"1"	"0"	"0"
"430"	"Few-Shot Relation Classification"	"0.5757575757575758"	"0.7455574250275929"	"0.55"	"11"	"1"	"1"	"1"
"431"	"Few-Shot Semantic Segmentation"	"0.6761904761904761"	"0.6568004367348449"	"0.48688394276629565"	"35"	"1"	"0"	"1"
"432"	"Few-Shot Transfer Learning for Saliency Prediction"	"0.8641975308641975"	"0.3675763804442439"	"0.32690582959641257"	"54"	"1"	"0"	"0"
"433"	"Few-Shot Video Object Detection"	""	""	"1.0"	"1"	"1"	"0"	"1"
"434"	"Few-shot NER"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	"0"	"1"	"0"
"435"	"Few-shot Regression"	"0.5555555555555556"	"0.7773048806327834"	"0.5921052631578947"	"15"	"0"	"0"	"1"
"436"	"Fine-Grained Action Detection"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"437"	"Fine-Grained Image Classification"	"0.7239436619718311"	"0.7466794179761895"	"0.23328903836473172"	"497"	"1"	"0"	"1"
"438"	"Fine-Grained Image Inpainting"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"439"	"Fine-Grained Image Recognition"	"0.7142857142857143"	"0.5916727785823274"	"0.6621621621621622"	"7"	"1"	"0"	"0"
"440"	"Fine-Grained Opinion Analysis"	""	""	"1.0"	"9"	"0"	"1"	"0"
"441"	"Fine-Grained Visual Categorization"	"0.0"	"1.0"	"1.0"	"4"	"1"	"0"	"0"
"442"	"Fine-Grained Visual Recognition"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"443"	"Fine-grained Action Recognition"	"0.25"	"0.9554293273375701"	"0.8233618233618233"	"17"	"1"	"0"	"0"
"444"	"Fingertip Detection"	""	""	"1.0"	"2"	"1"	"0"	"0"
"445"	"Fish Detection"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"446"	"Food Recognition"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"447"	"Formation Energy"	"0.5555555555555556"	"0.7642045065086203"	"0.7641509433962264"	"9"	"0"	"0"	"0"
"448"	"Fovea Detection"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"449"	"Fraud Detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"450"	"Function-docstring mismatch"	""	""	"1.0"	"1"	"0"	"0"	"0"
"451"	"Fundus to Angiography Generation"	"0.17142857142857143"	"0.9739760316291209"	"0.8928571428571428"	"10"	"1"	"0"	"0"
"452"	"Future prediction"	""	""	"1.0"	"1"	"1"	"0"	"0"
"453"	"GPR"	""	""	"1.0"	"1"	"1"	"0"	"0"
"454"	"Gait Recognition"	"0.1"	"0.9911594714322187"	"0.9803921568627452"	"10"	"1"	"0"	"0"
"455"	"Game of Doom"	""	""	"1.0"	"3"	"0"	"0"	"0"
"456"	"Game of Football"	""	""	"1.0"	"1"	"0"	"0"	"0"
"457"	"Game of Hanabi"	""	""	"1.0"	"1"	"0"	"0"	"0"
"458"	"Gaussian Processes"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"0"	"1"
"459"	"Gaze Estimation"	"0.6666666666666666"	"0.7192742102348301"	"0.40924574209245745"	"87"	"1"	"0"	"0"
"460"	"Gaze Prediction"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"461"	"Gender Prediction"	"0.2543859649122807"	"0.9558017406425731"	"0.7934065934065935"	"19"	"1"	"0"	"0"
"462"	"Gene Interaction Prediction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"463"	"General Reinforcement Learning"	"0.9574468085106383"	"0.14854949043034824"	"0.521728861596599"	"47"	"0"	"0"	"0"
"464"	"Generalizable Person Re-identification"	"0.5612903225806452"	"0.7876305341903584"	"0.5580720092915216"	"31"	"1"	"0"	"0"
"465"	"Generalized Few-Shot Classification"	"0.44047619047619047"	"0.8767194344249697"	"0.674698795180723"	"28"	"1"	"0"	"1"
"466"	"Generalized Few-Shot Learning"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"10"	"0"	"0"	"1"
"467"	"Generalized Zero-Shot Learning"	"0.6155339805825243"	"0.7253879596726414"	"0.4929374593439271"	"103"	"1"	"0"	"1"
"468"	"Generalized Zero-Shot Object Detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"469"	"Generating 3D Point Clouds"	"0.0"	"1.0"	"1.0"	"6"	"1"	"0"	"0"
"470"	"Generative Question Answering"	"0.35526315789473684"	"0.9230038607317281"	"0.7292929292929293"	"19"	"0"	"1"	"0"
"471"	"Genre classification"	"0.4461538461538462"	"0.8479836109346186"	"0.625925925925926"	"13"	"1"	"0"	"1"
"472"	"Gesture Recognition"	"0.4666666666666667"	"0.8666107275018246"	"0.6172839506172839"	"30"	"1"	"0"	"0"
"473"	"Goal-Oriented Dialog"	"0.17142857142857143"	"0.9739760316291209"	"0.8928571428571428"	"10"	"0"	"1"	"0"
"474"	"Goal-Oriented Dialogue Systems"	"0.15909090909090906"	"0.9766146686727132"	"0.8962962962962963"	"11"	"0"	"1"	"0"
"475"	"Grammatical Error Correction"	"0.6945454545454546"	"0.6404425968736066"	"0.44147694103911267"	"110"	"0"	"1"	"0"
"476"	"Grammatical Error Detection"	"0.5777777777777778"	"0.7619974927833297"	"0.6081081081081081"	"30"	"0"	"1"	"0"
"477"	"Graph Classification"	"0.6149635036496351"	"0.8145168426033089"	"0.43694111986839074"	"822"	"0"	"0"	"0"
"478"	"Graph Clustering"	"0.5952380952380952"	"0.7815330891382403"	"0.41691265844764724"	"49"	"0"	"0"	"0"
"479"	"Graph Embedding"	"0.5384615384615384"	"0.7836286375009166"	"0.4333333333333333"	"26"	"0"	"0"	"1"
"480"	"Graph Generation"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"481"	"Graph Learning"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"0"	"0"
"482"	"Graph Matching"	"0.4666666666666667"	"0.8534897229796914"	"0.635593220338983"	"15"	"0"	"0"	"0"
"483"	"Graph Property Prediction"	""	""	"1.0"	"4"	"0"	"0"	"0"
"484"	"Graph Question Answering"	""	""	"1.0"	"1"	"0"	"0"	"0"
"485"	"Graph Reconstruction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"486"	"Graph Regression"	"0.6956521739130435"	"0.6097630879642212"	"0.5232443125618199"	"23"	"0"	"0"	"0"
"487"	"Graph Representation Learning"	"0.614864864864865"	"0.7381540502539455"	"0.4333649889205445"	"37"	"0"	"0"	"1"
"488"	"Graph Sampling"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"489"	"Graph Similarity"	"0.375"	"0.8868595071429148"	"0.8205128205128206"	"8"	"0"	"0"	"0"
"490"	"Graph-to-Sequence"	"0.6"	"0.7219280948873623"	"0.7352941176470587"	"5"	"0"	"1"	"0"
"491"	"Grasp Contact Prediction"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	"0"	"0"	"0"
"492"	"Grasp Generation"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
