""	"task"	"year"	"gini"	"pielou"	"simpson"	"task_size"	"task_age"	"pwc_size"	"CV"	"NLP"	"Methodology"
"1438"	"Face Anti-Spoofing"	"2018"	"0.3333333333333333"	"0.9115339911368306"	"0.8175675675675677"	"11"	""	""	"1"	"0"	"0"
"1439"	"Face Anti-Spoofing"	"2019"	"0.45"	"0.8708277279212447"	"0.6535947712418302"	"40"	""	""	"1"	"0"	"0"
"1440"	"Face Anti-Spoofing"	"2020"	"0.5555555555555556"	"0.8035399098941153"	"0.501980198019802"	"39"	""	""	"1"	"0"	"0"
"1441"	"Face Anti-Spoofing"	"2021"	"0.4259259259259259"	"0.8864411274257051"	"0.680672268907563"	"18"	""	""	"1"	"0"	"0"
"1442"	"Face Clustering"	"2012"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1443"	"Face Clustering"	"2014"	"0.0"	"1.0"	"1.0"	"2"	""	""	"1"	"0"	"0"
"1444"	"Face Clustering"	"2015"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1445"	"Face Clustering"	"2019"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1446"	"Face Clustering"	"2020"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1447"	"Face Detection"	"2012"	"0.0"	"1.0"	"1.0"	"2"	"2007.0"	"4735.0"	"1"	"0"	"0"
"1448"	"Face Detection"	"2013"	"0.2222222222222222"	"0.9591479170272448"	"0.8999999999999999"	"6"	"2007.0"	"6822.0"	"1"	"0"	"0"
"1449"	"Face Detection"	"2014"	"0.43478260869565216"	"0.8751821323026253"	"0.5657754010695188"	"23"	"2007.0"	"9766.0"	"1"	"0"	"0"
"1450"	"Face Detection"	"2015"	"0.5117056856187291"	"0.8469604971876695"	"0.4907235621521336"	"46"	"2007.0"	"12115.0"	"1"	"0"	"0"
"1451"	"Face Detection"	"2016"	"0.527336860670194"	"0.8489448345134638"	"0.42422087158929267"	"81"	"2007.0"	"17276.0"	"1"	"0"	"0"
"1452"	"Face Detection"	"2017"	"0.6322751322751322"	"0.7639545013120848"	"0.32069811835287704"	"84"	"2007.0"	"23430.0"	"1"	"0"	"0"
"1453"	"Face Detection"	"2018"	"0.5679347826086957"	"0.8086008338767794"	"0.3332283464566929"	"92"	"2007.0"	"36754.0"	"1"	"0"	"0"
"1454"	"Face Detection"	"2019"	"0.5684587813620071"	"0.7971395561797238"	"0.2669856459330143"	"93"	"2007.0"	"49025.0"	"1"	"0"	"0"
"1455"	"Face Detection"	"2020"	"0.4173611111111111"	"0.908333997700657"	"0.49992188720512426"	"80"	"2007.0"	"63637.0"	"1"	"0"	"0"
"1456"	"Face Detection"	"2021"	"0.47985347985347987"	"0.8355338864562165"	"0.41721854304635764"	"42"	"2007.0"	"37713.0"	"1"	"0"	"0"
"1457"	"Face Generation"	"2015"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"2010.0"	"12115.0"	"1"	"0"	"0"
"1458"	"Face Generation"	"2016"	""	""	"1.0"	"1"	"2010.0"	"17276.0"	"1"	"0"	"0"
"1459"	"Face Generation"	"2017"	"0.3695652173913044"	"0.9026265019006441"	"0.6073478760045924"	"23"	"2010.0"	"23430.0"	"1"	"0"	"0"
"1460"	"Face Generation"	"2018"	"0.3231707317073171"	"0.9358060043451906"	"0.6528155339805825"	"41"	"2010.0"	"36754.0"	"1"	"0"	"0"
"1461"	"Face Generation"	"2019"	"0.43322981366459634"	"0.8996758276583817"	"0.5399449035812672"	"56"	"2010.0"	"49025.0"	"1"	"0"	"0"
"1462"	"Face Generation"	"2020"	"0.4500537056928034"	"0.8898734863746803"	"0.5481735159817351"	"49"	"2010.0"	"63637.0"	"1"	"0"	"0"
"1463"	"Face Generation"	"2021"	"0.3333333333333333"	"0.9289932003834288"	"0.7363636363636364"	"18"	"2010.0"	"37713.0"	"1"	"0"	"0"
"1464"	"Face Hallucination"	"2015"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1465"	"Face Hallucination"	"2016"	"0.16666666666666666"	"0.9697238998682473"	"0.8999999999999998"	"6"	""	""	"1"	"0"	"0"
"1466"	"Face Hallucination"	"2017"	"0.2361111111111111"	"0.9641447495639973"	"0.8533333333333333"	"16"	""	""	"1"	"0"	"0"
"1467"	"Face Hallucination"	"2018"	"0.44999999999999996"	"0.8445412464587145"	"0.6249999999999999"	"10"	""	""	"1"	"0"	"0"
"1468"	"Face Hallucination"	"2019"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	""	""	"1"	"0"	"0"
"1469"	"Face Hallucination"	"2020"	"0.36363636363636365"	"0.9122066329329885"	"0.7806451612903227"	"11"	""	""	"1"	"0"	"0"
"1470"	"Face Hallucination"	"2021"	"0.0"	"1.0"	"1.0"	"9"	""	""	"1"	"0"	"0"
"1471"	"Face Identification"	"2014"	"0.7142857142857143"	"0.5916727785823274"	"0.6621621621621622"	"7"	""	""	"1"	"0"	"0"
"1472"	"Face Identification"	"2015"	"0.3333333333333333"	"0.9104343573849234"	"0.64"	"16"	""	""	"1"	"0"	"0"
"1473"	"Face Identification"	"2016"	"0.3333333333333333"	"0.9206198357143051"	"0.8571428571428571"	"6"	""	""	"1"	"0"	"0"
"1474"	"Face Identification"	"2017"	"0.365546218487395"	"0.9267143495584623"	"0.6880952380952381"	"34"	""	""	"1"	"0"	"0"
"1475"	"Face Identification"	"2018"	"0.4357298474945534"	"0.9015141566128846"	"0.6183206106870229"	"54"	""	""	"1"	"0"	"0"
"1476"	"Face Identification"	"2019"	"0.31851851851851853"	"0.9029639248551442"	"0.6081081081081081"	"15"	""	""	"1"	"0"	"0"
"1477"	"Face Identification"	"2020"	"0.4398034398034398"	"0.8856260390585835"	"0.6373370577281191"	"37"	""	""	"1"	"0"	"0"
"1478"	"Face Identification"	"2021"	"0.19999999999999998"	"0.969570350190125"	"0.8928571428571425"	"10"	""	""	"1"	"0"	"0"
"1479"	"Face Image Retrieval"	"2016"	"0.0"	"1.0"	"1.0"	"2"	""	""	"1"	"0"	"0"
"1480"	"Face Image Retrieval"	"2018"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1481"	"Face Image Retrieval"	"2019"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1482"	"Face Image Retrieval"	"2020"	"0.19999999999999998"	"0.9609640474436812"	"0.8928571428571428"	"5"	""	""	"1"	"0"	"0"
"1483"	"Face Image Retrieval"	"2021"	""	""	"1.0"	"2"	""	""	"1"	"0"	"0"
"1484"	"Face Model"	"2015"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1485"	"Face Model"	"2016"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1486"	"Face Model"	"2017"	""	""	"1.0"	"4"	""	""	"1"	"0"	"0"
"1487"	"Face Model"	"2018"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	""	""	"1"	"0"	"0"
"1488"	"Face Model"	"2019"	""	""	"1.0"	"5"	""	""	"1"	"0"	"0"
"1489"	"Face Model"	"2020"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	""	""	"1"	"0"	"0"
"1490"	"Face Model"	"2021"	""	""	"1.0"	"2"	""	""	"1"	"0"	"0"
"1491"	"Face Parsing"	"2021"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1492"	"Face Presentation Attack Detection"	"2019"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	""	""	"1"	"0"	"0"
"1493"	"Face Presentation Attack Detection"	"2020"	""	""	"1.0"	"3"	""	""	"1"	"0"	"0"
"1494"	"Face Presentation Attack Detection"	"2021"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	""	""	"1"	"0"	"0"
"1495"	"Face Quality Assessement"	"2020"	"0.0"	"0.9999999999999999"	"1.0"	"3"	""	""	"1"	"0"	"0"
"1496"	"Face Quality Assessement"	"2021"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1497"	"Face Recognition"	"2011"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	"2001.0"	"359.0"	"1"	"0"	"0"
"1498"	"Face Recognition"	"2012"	"0.0"	"1.0"	"1.0"	"6"	"2001.0"	"4735.0"	"1"	"0"	"0"
"1499"	"Face Recognition"	"2013"	"0.47058823529411764"	"0.8409160494198366"	"0.7467700258397932"	"17"	"2001.0"	"6822.0"	"1"	"0"	"0"
"1500"	"Face Recognition"	"2014"	"0.5885714285714285"	"0.7677628829843562"	"0.3963118731802004"	"35"	"2001.0"	"9766.0"	"1"	"0"	"0"
"1501"	"Face Recognition"	"2015"	"0.6164556962025316"	"0.7647976022278897"	"0.2811641212776502"	"79"	"2001.0"	"12115.0"	"1"	"0"	"0"
"1502"	"Face Recognition"	"2016"	"0.5922813569872394"	"0.8023980968405846"	"0.2962800234329232"	"119"	"2001.0"	"17276.0"	"1"	"0"	"0"
"1503"	"Face Recognition"	"2017"	"0.6171105730427765"	"0.7962928262945614"	"0.27670906200317963"	"177"	"2001.0"	"23430.0"	"1"	"0"	"0"
"1504"	"Face Recognition"	"2018"	"0.6272146383967471"	"0.8146919925941254"	"0.31168058538137283"	"313"	"2001.0"	"36754.0"	"1"	"0"	"0"
"1505"	"Face Recognition"	"2019"	"0.616839762611276"	"0.8278057763268601"	"0.33810863513895706"	"337"	"2001.0"	"49025.0"	"1"	"0"	"0"
"1506"	"Face Recognition"	"2020"	"0.6595498243311069"	"0.8057021029065542"	"0.2939522894359537"	"439"	"2001.0"	"63637.0"	"1"	"0"	"0"
"1507"	"Face Recognition"	"2021"	"0.6357549857549858"	"0.8118267133543288"	"0.30513676988354244"	"260"	"2001.0"	"37713.0"	"1"	"0"	"0"
"1508"	"Face Reconstruction"	"2015"	"0.30158730158730157"	"0.9406293985087261"	"0.81"	"18"	"2014.0"	"12115.0"	"1"	"0"	"0"
"1509"	"Face Reconstruction"	"2016"	"0.2857142857142857"	"0.9165164431996023"	"0.7538461538461538"	"7"	"2014.0"	"17276.0"	"1"	"0"	"0"
"1510"	"Face Reconstruction"	"2017"	"0.24761904761904763"	"0.963191577688335"	"0.8529980657640235"	"21"	"2014.0"	"23430.0"	"1"	"0"	"0"
"1511"	"Face Reconstruction"	"2018"	"0.33714285714285713"	"0.9403614472296187"	"0.7433252427184467"	"35"	"2014.0"	"36754.0"	"1"	"0"	"0"
"1512"	"Face Reconstruction"	"2019"	"0.4652014652014652"	"0.8776541991785929"	"0.5540983606557377"	"39"	"2014.0"	"49025.0"	"1"	"0"	"0"
"1513"	"Face Reconstruction"	"2020"	"0.4211382113821138"	"0.9035102971583989"	"0.6216715976331361"	"41"	"2014.0"	"63637.0"	"1"	"0"	"0"
"1514"	"Face Reconstruction"	"2021"	"0.26361655773420484"	"0.9559375681019547"	"0.7641509433962266"	"27"	"2014.0"	"37713.0"	"1"	"0"	"0"
"1515"	"Face Reenactment"	"2019"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	""	""	"1"	"0"	"0"
"1516"	"Face Reenactment"	"2020"	"0.5"	"0.8112781244591328"	"0.8"	"4"	""	""	"1"	"0"	"0"
"1517"	"Face Reenactment"	"2021"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	""	""	"1"	"0"	"0"
"1518"	"Face Sketch Synthesis"	"2017"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	""	""	"1"	"0"	"0"
"1519"	"Face Sketch Synthesis"	"2018"	"0.0"	"0.9999999999999999"	"1.0"	"3"	""	""	"1"	"0"	"0"
"1520"	"Face Sketch Synthesis"	"2019"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1521"	"Face Sketch Synthesis"	"2020"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1522"	"Face Swapping"	"2016"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1523"	"Face Swapping"	"2017"	"0.0"	"0.9999999999999999"	"1.0"	"3"	""	""	"1"	"0"	"0"
"1524"	"Face Swapping"	"2018"	"0.19999999999999998"	"0.9609640474436812"	"0.8928571428571428"	"5"	""	""	"1"	"0"	"0"
"1525"	"Face Swapping"	"2019"	"0.537037037037037"	"0.7871078058073359"	"0.4723032069970845"	"18"	""	""	"1"	"0"	"0"
"1526"	"Face Swapping"	"2020"	"0.6164383561643836"	"0.7653624541270226"	"0.45442142065319363"	"73"	""	""	"1"	"0"	"0"
"1527"	"Face Swapping"	"2021"	"0.6473684210526316"	"0.7491121486537521"	"0.3464491362763916"	"76"	""	""	"1"	"0"	"0"
"1528"	"Face Verification"	"2009"	""	""	"1.0"	"1"	"2009.0"	"254.0"	"1"	"0"	"0"
"1529"	"Face Verification"	"2011"	""	""	"1.0"	"1"	"2009.0"	"359.0"	"1"	"0"	"0"
"1530"	"Face Verification"	"2012"	""	""	"1.0"	"1"	"2009.0"	"4735.0"	"1"	"0"	"0"
"1531"	"Face Verification"	"2013"	"0.5714285714285714"	"0.72483409150576"	"0.6049382716049382"	"7"	"2009.0"	"6822.0"	"1"	"0"	"0"
"1532"	"Face Verification"	"2014"	"0.5757575757575758"	"0.7455574250275929"	"0.55"	"11"	"2009.0"	"9766.0"	"1"	"0"	"0"
"1533"	"Face Verification"	"2015"	"0.42276422764227645"	"0.8748910236411763"	"0.4401675831369469"	"41"	"2009.0"	"12115.0"	"1"	"0"	"0"
"1534"	"Face Verification"	"2016"	"0.5252525252525253"	"0.8399536196566546"	"0.43146484096419924"	"55"	"2009.0"	"17276.0"	"1"	"0"	"0"
"1535"	"Face Verification"	"2017"	"0.4840622683469237"	"0.8807836479857094"	"0.5397216274089938"	"71"	"2009.0"	"23430.0"	"1"	"0"	"0"
"1536"	"Face Verification"	"2018"	"0.44871794871794873"	"0.9020559935634989"	"0.6010224494332074"	"104"	"2009.0"	"36754.0"	"1"	"0"	"0"
"1537"	"Face Verification"	"2019"	"0.503584229390681"	"0.85662758204746"	"0.4495906432748539"	"62"	"2009.0"	"49025.0"	"1"	"0"	"0"
"1538"	"Face Verification"	"2020"	"0.4929577464788733"	"0.8730467144267857"	"0.5545654565456546"	"71"	"2009.0"	"63637.0"	"1"	"0"	"0"
"1539"	"Face Verification"	"2021"	"0.4502164502164501"	"0.8691820895832785"	"0.5076923076923078"	"33"	"2009.0"	"37713.0"	"1"	"0"	"0"
"1540"	"Facial Action Unit Detection"	"2014"	"0.0"	"1.0"	"1.0"	"2"	""	""	"1"	"0"	"0"
"1541"	"Facial Action Unit Detection"	"2015"	"0.0"	"1.0"	"1.0"	"6"	""	""	"1"	"0"	"0"
"1542"	"Facial Action Unit Detection"	"2016"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1543"	"Facial Action Unit Detection"	"2017"	"0.2222222222222222"	"0.9656336071428251"	"0.9310344827586207"	"9"	""	""	"1"	"0"	"0"
"1544"	"Facial Action Unit Detection"	"2018"	"0.5"	"0.8194483718728035"	"0.7111111111111111"	"8"	""	""	"1"	"0"	"0"
"1545"	"Facial Action Unit Detection"	"2019"	"0.30000000000000004"	"0.9372305632161296"	"0.8771929824561404"	"10"	""	""	"1"	"0"	"0"
"1546"	"Facial Action Unit Detection"	"2020"	"0.38181818181818183"	"0.8897213752718902"	"0.6954022988505747"	"11"	""	""	"1"	"0"	"0"
"1547"	"Facial Action Unit Detection"	"2021"	"0.4621212121212121"	"0.831131136773187"	"0.43636363636363645"	"24"	""	""	"1"	"0"	"0"
"1548"	"Facial Attribute Classification"	"2014"	"0.0"	"1.0"	"1.0"	"2"	""	""	"1"	"0"	"0"
"1549"	"Facial Attribute Classification"	"2016"	"0.5"	"0.8112781244591328"	"0.8"	"4"	""	""	"1"	"0"	"0"
"1550"	"Facial Attribute Classification"	"2018"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	""	""	"1"	"0"	"0"
"1551"	"Facial Attribute Classification"	"2019"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	""	""	"1"	"0"	"0"
"1552"	"Facial Attribute Classification"	"2020"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1553"	"Facial Beauty Prediction"	"2018"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1554"	"Facial Expression Recognition"	"2013"	""	""	"1.0"	"1"	"2010.0"	"6822.0"	"1"	"0"	"0"
"1555"	"Facial Expression Recognition"	"2015"	"0.34285714285714286"	"0.9236501981515562"	"0.7352941176470588"	"20"	"2010.0"	"12115.0"	"1"	"0"	"0"
"1556"	"Facial Expression Recognition"	"2016"	"0.3735558408215662"	"0.9240652446026749"	"0.6416030534351147"	"41"	"2010.0"	"17276.0"	"1"	"0"	"0"
"1557"	"Facial Expression Recognition"	"2017"	"0.35714285714285715"	"0.9228186100775865"	"0.7127272727272728"	"28"	"2010.0"	"23430.0"	"1"	"0"	"0"
"1558"	"Facial Expression Recognition"	"2018"	"0.47560975609756095"	"0.8823505444954068"	"0.5231870525988174"	"82"	"2010.0"	"36754.0"	"1"	"0"	"0"
"1559"	"Facial Expression Recognition"	"2019"	"0.48413631022326675"	"0.881230363683079"	"0.5070370370370368"	"74"	"2010.0"	"49025.0"	"1"	"0"	"0"
"1560"	"Facial Expression Recognition"	"2020"	"0.5320278791901759"	"0.8620193414890915"	"0.5046165608092213"	"131"	"2010.0"	"63637.0"	"1"	"0"	"0"
"1561"	"Facial Expression Recognition"	"2021"	"0.5394199785177228"	"0.8636392758560009"	"0.4375432868309093"	"133"	"2010.0"	"37713.0"	"1"	"0"	"0"
"1562"	"Facial Inpainting"	"2017"	"0.16666666666666666"	"0.9697238998682473"	"0.8999999999999998"	"6"	""	""	"1"	"0"	"0"
"1563"	"Facial Inpainting"	"2018"	"0.3333333333333333"	"0.9084496903145964"	"0.6914285714285714"	"11"	""	""	"1"	"0"	"0"
"1564"	"Facial Inpainting"	"2019"	"0.30357142857142855"	"0.9306882855501007"	"0.7259259259259259"	"14"	""	""	"1"	"0"	"0"
"1565"	"Facial Inpainting"	"2020"	"0.2857142857142857"	"0.9165164431996023"	"0.7538461538461539"	"7"	""	""	"1"	"0"	"0"
"1566"	"Facial Inpainting"	"2021"	"0.2142857142857143"	"0.9629610647945144"	"0.890909090909091"	"7"	""	""	"1"	"0"	"0"
"1567"	"Facial Landmark Detection"	"2014"	""	""	"1.0"	"1"	"2011.0"	"9766.0"	"1"	"0"	"0"
"1568"	"Facial Landmark Detection"	"2015"	"0.35714285714285715"	"0.9166666666666666"	"0.7272727272727273"	"16"	"2011.0"	"12115.0"	"1"	"0"	"0"
"1569"	"Facial Landmark Detection"	"2016"	"0.2916666666666667"	"0.9459577203309798"	"0.8311688311688312"	"16"	"2011.0"	"17276.0"	"1"	"0"	"0"
"1570"	"Facial Landmark Detection"	"2017"	"0.39768339768339767"	"0.9136922547692224"	"0.6472813238770685"	"37"	"2011.0"	"23430.0"	"1"	"0"	"0"
"1571"	"Facial Landmark Detection"	"2018"	"0.4683257918552036"	"0.8826484464539773"	"0.5563786008230454"	"52"	"2011.0"	"36754.0"	"1"	"0"	"0"
"1572"	"Facial Landmark Detection"	"2019"	"0.4793103448275862"	"0.8589061717923028"	"0.5903825903825903"	"58"	"2011.0"	"49025.0"	"1"	"0"	"0"
"1573"	"Facial Landmark Detection"	"2020"	"0.4358974358974359"	"0.895982307438332"	"0.6473369835739172"	"51"	"2011.0"	"63637.0"	"1"	"0"	"0"
"1574"	"Facial Landmark Detection"	"2021"	"0.3128205128205128"	"0.9370821650913936"	"0.7041666666666666"	"26"	"2011.0"	"37713.0"	"1"	"0"	"0"
"1575"	"Facial Makeup Transfer"	"2021"	"0.0"	"1.0"	"1.0"	"2"	""	""	"1"	"0"	"0"
"1576"	"Facial Recognition and Modelling"	"2009"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1577"	"Facial Recognition and Modelling"	"2011"	""	""	"1.0"	"3"	""	""	"1"	"0"	"0"
"1578"	"Facial Recognition and Modelling"	"2012"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1579"	"Facial Recognition and Modelling"	"2013"	""	""	"1.0"	"14"	""	""	"1"	"0"	"0"
"1580"	"Facial Recognition and Modelling"	"2014"	"0.9166666666666666"	"0.24988229283318544"	"0.5433962264150942"	"24"	""	""	"1"	"0"	"0"
"1581"	"Facial Recognition and Modelling"	"2015"	"0.8771929824561404"	"0.32167774879400934"	"0.310671256454389"	"38"	""	""	"1"	"0"	"0"
"1582"	"Facial Recognition and Modelling"	"2016"	"0.9400000000000001"	"0.17810654129291523"	"0.3613761202659729"	"50"	""	""	"1"	"0"	"0"
"1583"	"Facial Recognition and Modelling"	"2017"	"0.7804878048780489"	"0.5269222951610573"	"0.345706940874036"	"82"	""	""	"1"	"0"	"0"
"1584"	"Facial Recognition and Modelling"	"2018"	"0.7616279069767441"	"0.5594997296146546"	"0.3641555883801084"	"86"	""	""	"1"	"0"	"0"
"1585"	"Facial Recognition and Modelling"	"2019"	"0.7034883720930232"	"0.636322724675725"	"0.4143417366946779"	"86"	""	""	"1"	"0"	"0"
"1586"	"Facial Recognition and Modelling"	"2020"	"0.7325102880658436"	"0.6194371690912926"	"0.3351039378926401"	"81"	""	""	"1"	"0"	"0"
"1587"	"Facial Recognition and Modelling"	"2021"	"0.6530612244897959"	"0.6604820662019038"	"0.41360895779500434"	"49"	""	""	"1"	"0"	"0"
"1588"	"Fact Checking"	"2018"	""	""	"1.0"	"5"	""	""	"0"	"0"	"0"
"1589"	"Fact Checking"	"2019"	""	""	"1.0"	"8"	""	""	"0"	"0"	"0"
"1590"	"Fact Checking"	"2020"	""	""	"1.0"	"8"	""	""	"0"	"0"	"0"
"1591"	"Fact Checking"	"2021"	"0.7272727272727273"	"0.5462947022805018"	"0.4859437751004015"	"11"	""	""	"0"	"0"	"0"
"1592"	"Fact Verification"	"2018"	""	""	"1.0"	"3"	""	""	"0"	"1"	"0"
"1593"	"Fact Verification"	"2019"	""	""	"1.0"	"6"	""	""	"0"	"1"	"0"
"1594"	"Fact Verification"	"2020"	"0.625"	"0.6273362811779477"	"0.3386243386243386"	"16"	""	""	"0"	"1"	"0"
"1595"	"Fact Verification"	"2021"	"0.4"	"0.835975008086505"	"0.5555555555555555"	"10"	""	""	"0"	"1"	"0"
"1596"	"Factual Visual Question Answering"	"2018"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	""	""	"1"	"1"	"0"
"1597"	"Fairness"	"2019"	"0.19999999999999998"	"0.9609640474436812"	"0.8928571428571428"	"5"	""	""	"1"	"0"	"0"
"1598"	"Fairness"	"2020"	"0.2142857142857143"	"0.9629610647945144"	"0.890909090909091"	"7"	""	""	"1"	"0"	"0"
"1599"	"Fairness"	"2021"	"0.3333333333333333"	"0.9232196723355078"	"0.8333333333333333"	"10"	""	""	"1"	"0"	"0"
"1600"	"Fake News Detection"	"2017"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	""	""	"0"	"1"	"0"
"1601"	"Fake News Detection"	"2018"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	""	""	"0"	"1"	"0"
"1602"	"Fake News Detection"	"2019"	"0.16666666666666666"	"0.9697238998682473"	"0.9"	"6"	""	""	"0"	"1"	"0"
"1603"	"Fake News Detection"	"2020"	"0.4791666666666667"	"0.8210705794505767"	"0.5541125541125541"	"16"	""	""	"0"	"1"	"0"
"1604"	"Fake News Detection"	"2021"	"0.3939393939393939"	"0.8744501897863957"	"0.5176056338028168"	"21"	""	""	"0"	"1"	"0"
"1605"	"Fashion Understanding"	"2018"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"1606"	"Fault Detection"	"2020"	""	""	"1.0"	"1"	""	""	"0"	"0"	"0"
"1607"	"Fault localization"	"2017"	""	""	"1.0"	"1"	""	""	"0"	"0"	"0"
"1608"	"Fault localization"	"2018"	""	""	"1.0"	"1"	""	""	"0"	"0"	"0"
"1609"	"Feature Engineering"	"2017"	"0.0"	"1.0"	"1.0"	"2"	""	""	"0"	"0"	"1"
"1610"	"Feature Engineering"	"2018"	"0.0"	"1.0"	"1.0"	"2"	""	""	"0"	"0"	"1"
"1611"	"Feature Engineering"	"2019"	""	""	"1.0"	"1"	""	""	"0"	"0"	"1"
"1612"	"Feature Engineering"	"2021"	""	""	"1.0"	"1"	""	""	"0"	"0"	"1"
"1613"	"Feature Importance"	"2019"	"0.0"	"1.0"	"1.0"	"2"	""	""	"0"	"0"	"1"
"1614"	"Feature Importance"	"2020"	""	""	"1.0"	"1"	""	""	"0"	"0"	"1"
"1615"	"Feature Selection"	"2013"	""	""	"1.0"	"1"	""	""	"0"	"0"	"1"
"1616"	"Feature Selection"	"2015"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	""	""	"0"	"0"	"1"
"1617"	"Feature Selection"	"2016"	""	""	"1.0"	"1"	""	""	"0"	"0"	"1"
"1618"	"Feature Selection"	"2017"	"0.5"	"0.8112781244591328"	"0.8"	"4"	""	""	"0"	"0"	"1"
"1619"	"Feature Selection"	"2018"	"0.0"	"1.0"	"1.0"	"2"	""	""	"0"	"0"	"1"
"1620"	"Feature Selection"	"2019"	"0.5"	"0.8166663857315859"	"0.6"	"12"	""	""	"0"	"0"	"1"
"1621"	"Feature Selection"	"2020"	"0.42857142857142855"	"0.8624170457528798"	"0.6049382716049382"	"21"	""	""	"0"	"0"	"1"
"1622"	"Feature Selection"	"2021"	"0.38181818181818183"	"0.8897213752718902"	"0.6954022988505747"	"11"	""	""	"0"	"0"	"1"
"1623"	"Federated Learning"	"2018"	"0.0"	"1.0"	"1.0"	"2"	"2016.0"	"36754.0"	"0"	"0"	"1"
"1624"	"Federated Learning"	"2019"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"2016.0"	"49025.0"	"0"	"0"	"1"
"1625"	"Federated Learning"	"2020"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"2016.0"	"63637.0"	"0"	"0"	"1"
"1626"	"Federated Learning"	"2021"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"2016.0"	"37713.0"	"0"	"0"	"1"
"1627"	"Few-Shot Image Classification"	"2014"	""	""	"1.0"	"1"	""	""	"1"	"0"	"1"
"1628"	"Few-Shot Image Classification"	"2016"	"0.15909090909090906"	"0.9766146686727132"	"0.8962962962962963"	"11"	"2014.0"	"17276.0"	"1"	"0"	"1"
"1629"	"Few-Shot Image Classification"	"2017"	"0.42857142857142855"	"0.8879858703789031"	"0.6679292929292929"	"23"	"2014.0"	"23430.0"	"1"	"0"	"1"
"1630"	"Few-Shot Image Classification"	"2018"	"0.4904761904761905"	"0.8538076622651074"	"0.527511961722488"	"42"	"2014.0"	"36754.0"	"1"	"0"	"1"
"1631"	"Few-Shot Image Classification"	"2019"	"0.6229665071770335"	"0.7837325937382079"	"0.34026996625421824"	"110"	"2014.0"	"49025.0"	"1"	"0"	"1"
"1632"	"Few-Shot Image Classification"	"2020"	"0.6089716462124418"	"0.7959066468811836"	"0.39740425356863723"	"139"	"2014.0"	"63637.0"	"1"	"0"	"1"
"1633"	"Few-Shot Image Classification"	"2021"	"0.5476190476190476"	"0.8409541533204692"	"0.4168241965973534"	"84"	"2014.0"	"37713.0"	"1"	"0"	"1"
"1634"	"Few-Shot Learning"	"2014"	""	""	"1.0"	"1"	"2013.0"	"9766.0"	"1"	"0"	"1"
"1635"	"Few-Shot Learning"	"2015"	""	""	"1.0"	"1"	"2013.0"	"12115.0"	"1"	"0"	"1"
"1636"	"Few-Shot Learning"	"2016"	"0.3333333333333333"	"0.9211854965885543"	"0.8166666666666667"	"7"	"2013.0"	"17276.0"	"1"	"0"	"1"
