""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"num_converted_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"165"	"Image Generation"	"2019.0"	"1.0"	"393.0"	"411.0"	"0.0"	"15.0"	"12.0"	"409.0"	"2013.0"	"26.2"	"inf"	"0.9632352941176471"	"1.0"	"49025"	"1"	"1"	"0"
"166"	"Image Generation"	"2020.0"	"3.0"	"457.0"	"412.0"	"0.0"	"45.0"	"42.0"	"505.0"	"2013.0"	"10.155555555555555"	"inf"	"0.9103585657370518"	"1.0"	"63637"	"1"	"1"	"0"
"169"	"Image Retrieval"	"2009.0"	"1.0"	"0.0"	"418.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2008.0"	""	"inf"	""	"1.0"	"249"	"1"	"0"	"0"
"170"	"Image Retrieval"	"2016.0"	"3.0"	"15.0"	"419.0"	"0.0"	"10.0"	"0.0"	"28.0"	"2008.0"	"1.5"	"inf"	"0.6"	"1.0"	"17279"	"1"	"0"	"0"
"171"	"Image Retrieval"	"2017.0"	"1.0"	"12.0"	"422.0"	"0.0"	"12.0"	"2.0"	"25.0"	"2008.0"	"1.0"	"inf"	"0.5"	"1.0"	"23433"	"1"	"0"	"0"
"172"	"Image Retrieval"	"2018.0"	"1.0"	"34.0"	"423.0"	"0.0"	"14.0"	"0.0"	"49.0"	"2008.0"	"2.4285714285714284"	"inf"	"0.7083333333333334"	"1.0"	"36748"	"1"	"0"	"0"
"173"	"Image Super-Resolution"	"2010.0"	"1.0"	"0.0"	"425.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2010.0"	""	"inf"	""	"1.0"	"349"	"1"	"0"	"0"
"174"	"Image Super-Resolution"	"2015.0"	"1.0"	"15.0"	"426.0"	"0.0"	"6.0"	"0.0"	"22.0"	"2010.0"	"2.5"	"inf"	"0.7142857142857143"	"1.0"	"12124"	"1"	"0"	"0"
"175"	"Image Super-Resolution"	"2016.0"	"1.0"	"34.0"	"427.0"	"3.0"	"13.0"	"0.0"	"48.0"	"2010.0"	"2.6153846153846154"	"0.3333333333333333"	"0.723404255319149"	"0.25"	"17279"	"1"	"0"	"0"
"176"	"Image Super-Resolution"	"2017.0"	"1.0"	"38.0"	"428.0"	"2.0"	"22.0"	"0.0"	"61.0"	"2010.0"	"1.7272727272727273"	"0.5"	"0.6333333333333333"	"0.3333333333333333"	"23433"	"1"	"0"	"0"
"177"	"Image Super-Resolution"	"2018.0"	"1.0"	"68.0"	"429.0"	"0.0"	"49.0"	"12.0"	"118.0"	"2010.0"	"1.3877551020408163"	"inf"	"0.5811965811965812"	"1.0"	"36748"	"1"	"0"	"0"
"178"	"Image Super-Resolution"	"2020.0"	"1.0"	"77.0"	"430.0"	"0.0"	"64.0"	"0.0"	"142.0"	"2010.0"	"1.203125"	"inf"	"0.5460992907801419"	"1.0"	"63637"	"1"	"0"	"0"
"180"	"Image-to-Image Translation"	"2019.0"	"4.0"	"124.0"	"432.0"	"0.0"	"0.0"	"0.0"	"128.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"1"	"0"	"0"
"181"	"Imitation Learning"	"2017.0"	"3.0"	"0.0"	"436.0"	"0.0"	"1.0"	"1.0"	"4.0"	"2008.0"	"0.0"	"inf"	"0.0"	"1.0"	"23433"	"0"	"0"	"1"
"182"	"Imitation Learning"	"2019.0"	"2.0"	"2.0"	"439.0"	"0.0"	"9.0"	"8.0"	"13.0"	"2008.0"	"0.2222222222222222"	"inf"	"0.18181818181818182"	"1.0"	"49025"	"0"	"0"	"1"
"183"	"Information Retrieval"	"2013.0"	"1.0"	"0.0"	"441.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"6815"	"0"	"1"	"0"
"184"	"Information Retrieval"	"2014.0"	"1.0"	"0.0"	"442.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"9769"	"0"	"1"	"0"
"185"	"Information Retrieval"	"2019.0"	"1.0"	"4.0"	"443.0"	"0.0"	"1.0"	"0.0"	"6.0"	"2007.0"	"4.0"	"inf"	"0.8"	"1.0"	"49025"	"0"	"1"	"0"
"186"	"Information Retrieval"	"2020.0"	"1.0"	"10.0"	"444.0"	"0.0"	"14.0"	"11.0"	"25.0"	"2007.0"	"0.7142857142857143"	"inf"	"0.4166666666666667"	"1.0"	"63637"	"0"	"1"	"0"
"187"	"Information Retrieval"	"2021.0"	"1.0"	"2.0"	"445.0"	"0.0"	"11.0"	"6.0"	"14.0"	"2007.0"	"0.18181818181818182"	"inf"	"0.15384615384615385"	"1.0"	"37713"	"0"	"1"	"0"
"188"	"Instance Segmentation"	"2012.0"	"1.0"	"0.0"	"446.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"4725"	"1"	"0"	"0"
"189"	"Instance Segmentation"	"2014.0"	"1.0"	"0.0"	"447.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"9769"	"1"	"0"	"0"
"190"	"Instance Segmentation"	"2019.0"	"2.0"	"35.0"	"448.0"	"0.0"	"100.0"	"1.0"	"137.0"	"2012.0"	"0.35"	"inf"	"0.25925925925925924"	"1.0"	"49025"	"1"	"0"	"0"
"191"	"Instance Segmentation"	"2020.0"	"3.0"	"54.0"	"450.0"	"0.0"	"154.0"	"9.0"	"211.0"	"2012.0"	"0.35064935064935066"	"inf"	"0.25961538461538464"	"1.0"	"63637"	"1"	"0"	"0"
"192"	"Keyword Spotting"	"2018.0"	"1.0"	"0.0"	"461.0"	"0.0"	"5.0"	"5.0"	"6.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"36748"	"0"	"0"	"0"
"193"	"Knowledge Graph Embedding"	"2020.0"	"2.0"	"19.0"	"462.0"	"0.0"	"0.0"	"0.0"	"21.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	"63637"	"0"	"0"	"0"
"194"	"Knowledge Graphs"	"2018.0"	"1.0"	"20.0"	"465.0"	"0.0"	"0.0"	"0.0"	"21.0"	"2013.0"	"inf"	"inf"	"1.0"	"1.0"	"36748"	"0"	"0"	"0"
"195"	"Knowledge Graphs"	"2021.0"	"1.0"	"41.0"	"466.0"	"0.0"	"9.0"	"1.0"	"51.0"	"2013.0"	"4.555555555555555"	"inf"	"0.82"	"1.0"	"37713"	"0"	"0"	"0"
"197"	"Language Modelling"	"2012.0"	"1.0"	"7.0"	"471.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2001.0"	"inf"	"inf"	"1.0"	"1.0"	"4725"	"0"	"1"	"0"
"198"	"Language Modelling"	"2016.0"	"2.0"	"31.0"	"472.0"	"1.0"	"13.0"	"4.0"	"46.0"	"2001.0"	"2.3846153846153846"	"2.0"	"0.7045454545454546"	"0.6666666666666666"	"17279"	"0"	"1"	"0"
"199"	"Language Modelling"	"2018.0"	"1.0"	"68.0"	"474.0"	"0.0"	"47.0"	"38.0"	"116.0"	"2001.0"	"1.446808510638298"	"inf"	"0.591304347826087"	"1.0"	"36748"	"0"	"1"	"0"
"200"	"Language Modelling"	"2019.0"	"3.0"	"92.0"	"475.0"	"0.0"	"96.0"	"1.0"	"191.0"	"2001.0"	"0.9583333333333334"	"inf"	"0.48936170212765956"	"1.0"	"49025"	"0"	"1"	"0"
"201"	"Language Modelling"	"2020.0"	"3.0"	"120.0"	"478.0"	"0.0"	"69.0"	"6.0"	"192.0"	"2001.0"	"1.7391304347826086"	"inf"	"0.6349206349206349"	"1.0"	"63637"	"0"	"1"	"0"
"202"	"Link Prediction"	"2013.0"	"2.0"	"1.0"	"496.0"	"0.0"	"2.0"	"0.0"	"5.0"	"2007.0"	"0.5"	"inf"	"0.3333333333333333"	"1.0"	"6815"	"0"	"0"	"0"
"203"	"Link Prediction"	"2016.0"	"1.0"	"2.0"	"498.0"	"0.0"	"15.0"	"1.0"	"18.0"	"2007.0"	"0.13333333333333333"	"inf"	"0.11764705882352941"	"1.0"	"17279"	"0"	"0"	"0"
"204"	"Link Prediction"	"2017.0"	"1.0"	"11.0"	"499.0"	"0.0"	"33.0"	"2.0"	"45.0"	"2007.0"	"0.3333333333333333"	"inf"	"0.25"	"1.0"	"23433"	"0"	"0"	"0"
"205"	"Link Prediction"	"2018.0"	"2.0"	"16.0"	"500.0"	"0.0"	"43.0"	"15.0"	"61.0"	"2007.0"	"0.37209302325581395"	"inf"	"0.2711864406779661"	"1.0"	"36748"	"0"	"0"	"0"
"206"	"Link Prediction"	"2019.0"	"1.0"	"29.0"	"502.0"	"0.0"	"127.0"	"43.0"	"157.0"	"2007.0"	"0.2283464566929134"	"inf"	"0.1858974358974359"	"1.0"	"49025"	"0"	"0"	"0"
"207"	"Link Prediction"	"2020.0"	"1.0"	"32.0"	"503.0"	"0.0"	"116.0"	"34.0"	"149.0"	"2007.0"	"0.27586206896551724"	"inf"	"0.21621621621621623"	"1.0"	"63637"	"0"	"0"	"0"
"208"	"Link Prediction"	"2021.0"	"1.0"	"23.0"	"504.0"	"0.0"	"51.0"	"2.0"	"75.0"	"2007.0"	"0.45098039215686275"	"inf"	"0.3108108108108108"	"1.0"	"37713"	"0"	"0"	"0"
"210"	"Long-tail Learning"	"2019.0"	"2.0"	"22.0"	"514.0"	"0.0"	"0.0"	"0.0"	"24.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"0"	"0"	"1"
"211"	"Machine Translation"	"2014.0"	"1.0"	"0.0"	"526.0"	"0.0"	"7.0"	"6.0"	"8.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"9769"	"0"	"1"	"0"
"212"	"Machine Translation"	"2015.0"	"2.0"	"0.0"	"527.0"	"0.0"	"5.0"	"5.0"	"7.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"12124"	"0"	"1"	"0"
"213"	"Machine Translation"	"2016.0"	"3.0"	"0.0"	"529.0"	"0.0"	"18.0"	"18.0"	"21.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"17279"	"0"	"1"	"0"
"214"	"Machine Translation"	"2018.0"	"6.0"	"0.0"	"532.0"	"0.0"	"38.0"	"19.0"	"44.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"36748"	"0"	"1"	"0"
"215"	"Machine Translation"	"2019.0"	"2.0"	"0.0"	"538.0"	"0.0"	"80.0"	"32.0"	"82.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"0"	"1"	"0"
"216"	"Machine Translation"	"2020.0"	"2.0"	"1.0"	"540.0"	"0.0"	"56.0"	"28.0"	"59.0"	"2007.0"	"0.017857142857142856"	"inf"	"0.017543859649122806"	"1.0"	"63637"	"0"	"1"	"0"
"218"	"Medical Image Segmentation"	"2018.0"	"1.0"	"0.0"	"547.0"	"0.0"	"1.0"	"0.0"	"2.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"36748"	"1"	"0"	"0"
"219"	"Medical Image Segmentation"	"2019.0"	"2.0"	"4.0"	"548.0"	"0.0"	"5.0"	"3.0"	"11.0"	"2014.0"	"0.8"	"inf"	"0.4444444444444444"	"1.0"	"49025"	"1"	"0"	"0"
"220"	"Medical Image Segmentation"	"2020.0"	"1.0"	"6.0"	"550.0"	"0.0"	"10.0"	"4.0"	"17.0"	"2014.0"	"0.6"	"inf"	"0.375"	"1.0"	"63637"	"1"	"0"	"0"
"221"	"Medical Image Segmentation"	"2021.0"	"1.0"	"4.0"	"551.0"	"0.0"	"15.0"	"1.0"	"20.0"	"2014.0"	"0.26666666666666666"	"inf"	"0.21052631578947367"	"1.0"	"37713"	"1"	"0"	"0"
"222"	"Meta-Learning"	"2019.0"	"1.0"	"1.0"	"552.0"	"0.0"	"7.0"	"7.0"	"9.0"	"2011.0"	"0.14285714285714285"	"inf"	"0.125"	"1.0"	"49025"	"0"	"0"	"1"
"224"	"Motion Capture"	"2016.0"	"1.0"	"0.0"	"563.0"	"0.0"	"1.0"	"0.0"	"2.0"	"2008.0"	"0.0"	"inf"	"0.0"	"1.0"	"17279"	"1"	"0"	"0"
"225"	"Motion Capture"	"2017.0"	"2.0"	"0.0"	"564.0"	"0.0"	"1.0"	"1.0"	"3.0"	"2008.0"	"0.0"	"inf"	"0.0"	"1.0"	"23433"	"1"	"0"	"0"
"227"	"Multi-Object Tracking"	"2016.0"	"2.0"	"12.0"	"580.0"	"2.0"	"0.0"	"0.0"	"14.0"	"2011.0"	"inf"	"1.0"	"1.0"	"0.5"	"17279"	"1"	"0"	"0"
"228"	"Multi-Object Tracking"	"2020.0"	"1.0"	"73.0"	"582.0"	"0.0"	"1.0"	"1.0"	"75.0"	"2011.0"	"73.0"	"inf"	"0.9864864864864865"	"1.0"	"63637"	"1"	"0"	"0"
"234"	"Named Entity Recognition"	"2003.0"	"1.0"	"0.0"	"607.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2003.0"	""	"inf"	""	"1.0"	"11"	"0"	"1"	"0"
"235"	"Named Entity Recognition"	"2015.0"	"2.0"	"0.0"	"608.0"	"0.0"	"8.0"	"0.0"	"10.0"	"2003.0"	"0.0"	"inf"	"0.0"	"1.0"	"12124"	"0"	"1"	"0"
"236"	"Named Entity Recognition"	"2016.0"	"1.0"	"0.0"	"610.0"	"2.0"	"19.0"	"6.0"	"20.0"	"2003.0"	"0.0"	"0.5"	"0.0"	"0.3333333333333333"	"17279"	"0"	"1"	"0"
"237"	"Named Entity Recognition"	"2017.0"	"1.0"	"0.0"	"611.0"	"0.0"	"23.0"	"3.0"	"24.0"	"2003.0"	"0.0"	"inf"	"0.0"	"1.0"	"23433"	"0"	"1"	"0"
"238"	"Named Entity Recognition"	"2018.0"	"1.0"	"1.0"	"612.0"	"0.0"	"46.0"	"3.0"	"48.0"	"2003.0"	"0.021739130434782608"	"inf"	"0.02127659574468085"	"1.0"	"36748"	"0"	"1"	"0"
"239"	"Named Entity Recognition"	"2019.0"	"2.0"	"0.0"	"613.0"	"0.0"	"78.0"	"11.0"	"80.0"	"2003.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"0"	"1"	"0"
"240"	"Named Entity Recognition"	"2020.0"	"2.0"	"7.0"	"615.0"	"0.0"	"71.0"	"5.0"	"80.0"	"2003.0"	"0.09859154929577464"	"inf"	"0.08974358974358974"	"1.0"	"63637"	"0"	"1"	"0"
"241"	"Natural Language Inference"	"2014.0"	"1.0"	"0.0"	"618.0"	"0.0"	"4.0"	"4.0"	"5.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"9769"	"0"	"1"	"0"
"242"	"Natural Language Inference"	"2015.0"	"1.0"	"0.0"	"619.0"	"0.0"	"10.0"	"10.0"	"11.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"12124"	"0"	"1"	"0"
"243"	"Natural Language Inference"	"2018.0"	"3.0"	"2.0"	"620.0"	"0.0"	"152.0"	"40.0"	"157.0"	"2009.0"	"0.013157894736842105"	"inf"	"0.012987012987012988"	"1.0"	"36748"	"0"	"1"	"0"
"244"	"Natural Language Inference"	"2019.0"	"2.0"	"1.0"	"623.0"	"0.0"	"187.0"	"107.0"	"190.0"	"2009.0"	"0.0053475935828877"	"inf"	"0.005319148936170213"	"1.0"	"49025"	"0"	"1"	"0"
"245"	"Natural Language Inference"	"2020.0"	"9.0"	"6.0"	"625.0"	"0.0"	"176.0"	"99.0"	"191.0"	"2009.0"	"0.03409090909090909"	"inf"	"0.03296703296703297"	"1.0"	"63637"	"0"	"1"	"0"
"246"	"Node Classification"	"2000.0"	"1.0"	"0.0"	"642.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2000.0"	""	"inf"	""	"1.0"	"2"	"0"	"0"	"0"
"247"	"Node Classification"	"2008.0"	"1.0"	"0.0"	"643.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2000.0"	""	"inf"	""	"1.0"	"200"	"0"	"0"	"0"
"248"	"Node Classification"	"2017.0"	"2.0"	"0.0"	"644.0"	"0.0"	"16.0"	"2.0"	"18.0"	"2000.0"	"0.0"	"inf"	"0.0"	"1.0"	"23433"	"0"	"0"	"0"
"249"	"Node Classification"	"2020.0"	"3.0"	"0.0"	"646.0"	"0.0"	"159.0"	"16.0"	"162.0"	"2000.0"	"0.0"	"inf"	"0.0"	"1.0"	"63637"	"0"	"0"	"0"
"250"	"Node Classification"	"2021.0"	"1.0"	"0.0"	"649.0"	"0.0"	"77.0"	"9.0"	"78.0"	"2000.0"	"0.0"	"inf"	"0.0"	"1.0"	"37713"	"0"	"0"	"0"
"251"	"Object Detection"	"2012.0"	"1.0"	"0.0"	"653.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"4725"	"1"	"0"	"0"
"252"	"Object Detection"	"2014.0"	"1.0"	"4.0"	"654.0"	"0.0"	"3.0"	"3.0"	"8.0"	"2007.0"	"1.3333333333333333"	"inf"	"0.5714285714285714"	"1.0"	"9769"	"1"	"0"	"0"
"253"	"Object Detection"	"2016.0"	"1.0"	"68.0"	"655.0"	"7.0"	"25.0"	"0.0"	"94.0"	"2007.0"	"2.72"	"0.14285714285714285"	"0.7311827956989247"	"0.125"	"17279"	"1"	"0"	"0"
"254"	"Object Detection"	"2018.0"	"8.0"	"299.0"	"656.0"	"0.0"	"81.0"	"3.0"	"388.0"	"2007.0"	"3.691358024691358"	"inf"	"0.7868421052631579"	"1.0"	"36748"	"1"	"0"	"0"
"255"	"Object Detection"	"2019.0"	"6.0"	"585.0"	"664.0"	"0.0"	"159.0"	"19.0"	"750.0"	"2007.0"	"3.6792452830188678"	"inf"	"0.7862903225806451"	"1.0"	"49025"	"1"	"0"	"0"
"256"	"Object Detection"	"2020.0"	"2.0"	"795.0"	"670.0"	"0.0"	"226.0"	"40.0"	"1023.0"	"2007.0"	"3.517699115044248"	"inf"	"0.7786483839373164"	"1.0"	"63637"	"1"	"0"	"0"
"257"	"Object Localization"	"2009.0"	"1.0"	"0.0"	"673.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"249"	"1"	"0"	"0"
"258"	"Object Localization"	"2014.0"	"1.0"	"3.0"	"674.0"	"0.0"	"2.0"	"0.0"	"6.0"	"2009.0"	"1.5"	"inf"	"0.6"	"1.0"	"9769"	"1"	"0"	"0"
"259"	"Object Recognition"	"2004.0"	"1.0"	"0.0"	"675.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	""	"inf"	""	"1.0"	"11"	"1"	"0"	"0"
"260"	"Object Recognition"	"2009.0"	"2.0"	"0.0"	"676.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2004.0"	""	"inf"	""	"1.0"	"249"	"1"	"0"	"0"
"261"	"Object Recognition"	"2015.0"	"1.0"	"0.0"	"678.0"	"0.0"	"31.0"	"0.0"	"32.0"	"2004.0"	"0.0"	"inf"	"0.0"	"1.0"	"12124"	"1"	"0"	"0"
"262"	"Object Recognition"	"2016.0"	"1.0"	"0.0"	"679.0"	"0.0"	"32.0"	"0.0"	"33.0"	"2004.0"	"0.0"	"inf"	"0.0"	"1.0"	"17279"	"1"	"0"	"0"
"263"	"Object Recognition"	"2017.0"	"2.0"	"0.0"	"680.0"	"0.0"	"31.0"	"0.0"	"33.0"	"2004.0"	"0.0"	"inf"	"0.0"	"1.0"	"23433"	"1"	"0"	"0"
"264"	"Object Recognition"	"2018.0"	"1.0"	"1.0"	"682.0"	"0.0"	"31.0"	"2.0"	"33.0"	"2004.0"	"0.03225806451612903"	"inf"	"0.03125"	"1.0"	"36748"	"1"	"0"	"0"
"265"	"Object Tracking"	"2015.0"	"1.0"	"2.0"	"683.0"	"2.0"	"0.0"	"0.0"	"3.0"	"2008.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"12124"	"1"	"0"	"0"
"266"	"Object Tracking"	"2019.0"	"3.0"	"37.0"	"684.0"	"0.0"	"35.0"	"0.0"	"75.0"	"2008.0"	"1.0571428571428572"	"inf"	"0.5138888888888888"	"1.0"	"49025"	"1"	"0"	"0"
"267"	"Object Tracking"	"2020.0"	"1.0"	"64.0"	"687.0"	"0.0"	"62.0"	"1.0"	"127.0"	"2008.0"	"1.032258064516129"	"inf"	"0.5079365079365079"	"1.0"	"63637"	"1"	"0"	"0"
"268"	"Offline RL"	"2020.0"	"3.0"	"0.0"	"688.0"	"0.0"	"4.0"	"0.0"	"7.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"63637"	"0"	"0"	"0"
"269"	"OpenAI Gym"	"2016.0"	"1.0"	"0.0"	"702.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"17279"	"0"	"0"	"0"
"270"	"Optical Character Recognition"	"1994.0"	"2.0"	"0.0"	"704.0"	"0.0"	"0.0"	"0.0"	"2.0"	"1994.0"	""	"inf"	""	"1.0"	"5"	"1"	"1"	"1"
"271"	"Optical Character Recognition"	"2016.0"	"1.0"	"1.0"	"706.0"	"3.0"	"17.0"	"0.0"	"19.0"	"1994.0"	"0.058823529411764705"	"0.3333333333333333"	"0.05555555555555555"	"0.25"	"17279"	"1"	"1"	"1"
"272"	"Optical Character Recognition"	"2018.0"	"1.0"	"0.0"	"707.0"	"0.0"	"68.0"	"1.0"	"69.0"	"1994.0"	"0.0"	"inf"	"0.0"	"1.0"	"36748"	"1"	"1"	"1"
"273"	"Optical Character Recognition"	"2019.0"	"1.0"	"0.0"	"708.0"	"0.0"	"101.0"	"1.0"	"102.0"	"1994.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"1"	"1"	"1"
"274"	"Optical Character Recognition"	"2021.0"	"1.0"	"3.0"	"709.0"	"0.0"	"62.0"	"0.0"	"66.0"	"1994.0"	"0.04838709677419355"	"inf"	"0.046153846153846156"	"1.0"	"37713"	"1"	"1"	"1"
"275"	"Optical Flow Estimation"	"2012.0"	"1.0"	"0.0"	"710.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"4725"	"1"	"0"	"0"
"276"	"Optical Flow Estimation"	"2015.0"	"1.0"	"0.0"	"711.0"	"0.0"	"7.0"	"0.0"	"8.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"12124"	"1"	"0"	"0"
"277"	"Optical Flow Estimation"	"2016.0"	"1.0"	"0.0"	"712.0"	"2.0"	"16.0"	"2.0"	"17.0"	"2009.0"	"0.0"	"0.5"	"0.0"	"0.3333333333333333"	"17279"	"1"	"0"	"0"
"278"	"Part-Of-Speech Tagging"	"1993.0"	"1.0"	"0.0"	"720.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1993.0"	""	"inf"	""	"1.0"	"1"	"0"	"1"	"0"
"279"	"Part-Of-Speech Tagging"	"2018.0"	"1.0"	"0.0"	"721.0"	"0.0"	"18.0"	"0.0"	"19.0"	"1993.0"	"0.0"	"inf"	"0.0"	"1.0"	"36748"	"0"	"1"	"0"
"280"	"Person Re-Identification"	"2009.0"	"2.0"	"0.0"	"729.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2009.0"	""	"inf"	""	"1.0"	"249"	"1"	"0"	"0"
"281"	"Person Re-Identification"	"2014.0"	"2.0"	"0.0"	"731.0"	"0.0"	"2.0"	"1.0"	"4.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"9769"	"1"	"0"	"0"
"282"	"Person Re-Identification"	"2015.0"	"2.0"	"0.0"	"733.0"	"0.0"	"14.0"	"13.0"	"16.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"12124"	"1"	"0"	"0"
"283"	"Person Re-Identification"	"2016.0"	"1.0"	"0.0"	"735.0"	"0.0"	"49.0"	"46.0"	"50.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"17279"	"1"	"0"	"0"
"284"	"Person Re-Identification"	"2017.0"	"6.0"	"0.0"	"736.0"	"0.0"	"107.0"	"55.0"	"113.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"23433"	"1"	"0"	"0"
"285"	"Person Re-Identification"	"2018.0"	"2.0"	"0.0"	"742.0"	"0.0"	"172.0"	"10.0"	"174.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"36748"	"1"	"0"	"0"
"286"	"Person Re-Identification"	"2019.0"	"1.0"	"0.0"	"744.0"	"0.0"	"204.0"	"35.0"	"205.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"1"	"0"	"0"
"287"	"Person Re-Identification"	"2021.0"	"1.0"	"0.0"	"745.0"	"0.0"	"127.0"	"0.0"	"128.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"37713"	"1"	"0"	"0"
"288"	"Pose Estimation"	"2013.0"	"1.0"	"0.0"	"750.0"	"0.0"	"1.0"	"1.0"	"2.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"6815"	"1"	"0"	"0"
"289"	"Pose Estimation"	"2014.0"	"2.0"	"0.0"	"751.0"	"0.0"	"5.0"	"5.0"	"7.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"9769"	"1"	"0"	"0"
"290"	"Pose Estimation"	"2016.0"	"2.0"	"12.0"	"753.0"	"3.0"	"10.0"	"0.0"	"24.0"	"2010.0"	"1.2"	"0.6666666666666666"	"0.5454545454545454"	"0.4"	"17279"	"1"	"0"	"0"
"291"	"Pose Estimation"	"2017.0"	"8.0"	"33.0"	"755.0"	"0.0"	"4.0"	"1.0"	"45.0"	"2010.0"	"8.25"	"inf"	"0.8918918918918919"	"1.0"	"23433"	"1"	"0"	"0"
"292"	"Pose Estimation"	"2018.0"	"3.0"	"67.0"	"763.0"	"0.0"	"9.0"	"6.0"	"79.0"	"2010.0"	"7.444444444444445"	"inf"	"0.881578947368421"	"1.0"	"36748"	"1"	"0"	"0"
"293"	"Pose Estimation"	"2019.0"	"2.0"	"130.0"	"766.0"	"0.0"	"10.0"	"7.0"	"142.0"	"2010.0"	"13.0"	"inf"	"0.9285714285714286"	"1.0"	"49025"	"1"	"0"	"0"
"294"	"Pose Estimation"	"2020.0"	"2.0"	"185.0"	"768.0"	"0.0"	"23.0"	"7.0"	"210.0"	"2010.0"	"8.043478260869565"	"inf"	"0.8894230769230769"	"1.0"	"63637"	"1"	"0"	"0"
"295"	"Pose Estimation"	"2021.0"	"3.0"	"126.0"	"770.0"	"0.0"	"20.0"	"0.0"	"149.0"	"2010.0"	"6.3"	"inf"	"0.863013698630137"	"1.0"	"37713"	"1"	"0"	"0"
"299"	"Quantization"	"2019.0"	"2.0"	"123.0"	"778.0"	"0.0"	"0.0"	"0.0"	"125.0"	"2006.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"1"	"0"	"1"
"300"	"Question Answering"	"2015.0"	"3.0"	"7.0"	"780.0"	"3.0"	"22.0"	"0.0"	"32.0"	"2009.0"	"0.3181818181818182"	"1.0"	"0.2413793103448276"	"0.5"	"12124"	"0"	"1"	"0"
"301"	"Question Answering"	"2016.0"	"8.0"	"35.0"	"783.0"	"10.0"	"60.0"	"38.0"	"103.0"	"2009.0"	"0.5833333333333334"	"0.8"	"0.3684210526315789"	"0.4444444444444444"	"17279"	"0"	"1"	"0"
"302"	"Question Answering"	"2017.0"	"6.0"	"27.0"	"791.0"	"0.0"	"104.0"	"94.0"	"137.0"	"2009.0"	"0.25961538461538464"	"inf"	"0.20610687022900764"	"1.0"	"23433"	"0"	"1"	"0"
